kreiskey1849,county,rb,fac1849_spin_woolyarn_spindles,fac1849_spin_combyarn_spindles,fac1849_spin_cotton_spindles,fac1849_spin_flax_spindles,fac1849_spin_tow_spindles,fac1849_looms_silk_looms,fac1849_looms_cotton_looms,fac1849_looms_linen_looms,fac1849_looms_wool_looms,fac1849_looms_hosiery_looms,fac1849_looms_band_looms,fac1849_looms_others_looms,fac1849_looms_se_linen_looms,fac1849_looms_se_shag_looms,fac1849_looms_se_others_looms,fac1849_wool_cloth_looms,fac1849_wool_cloth_handlooms,fac1849_halfwool_cloth_looms,fac1849_halfwool_cloth_handlooms,fac1849_cotton_looms,fac1849_cotton_handlooms,fac1849_linen_looms,fac1849_linen_handlooms,fac1849_silk_looms,fac1849_silk_handlooms,fac1849_shawl_looms,fac1849_shawl_handlooms,fac1849_band_looms,fac1849_band_handlooms,fac1849_carpet_looms,fac1849_carpet_handlooms,fac1849_passement_looms,fac1849_passement_handlooms,fac1849_hosiery_looms,fac1849_hosiery_handlooms,fac1849_laces_looms,fac1849_laces_handlooms,fac1849_print_tables,fac1849_print_machines,mill1849_water_grindingstones,mill1849_animals_grindingstones,mill1849_steam_grindingstones,steam1849_spinnery_engines,steam1849_spinnery_horsepower,steam1849_weaving_engines,steam1849_weaving_horsepower,steam1849_fulling_engines,steam1849_fulling_horsepower,steam1849_engineworks_engines,steam1849_engineworks_horsepower,steam1849_flourmill_engines,steam1849_flourmill_horsepower,steam1849_cuttingmill_engines,steam1849_cuttingmill_horsepower,steam1849_othermills_engines,steam1849_othermills_horsepower,steam1849_mining_engines,steam1849_mining_horsepower,steam1849_shipping_engines,steam1849_shipping_horsepower,steam1849_metal_fab_engines,steam1849_metal_fab_horsepower,steam1849_railway_engines,steam1849_railway_horsepower,steam1849_others_engines,steam1849_others_horsepower,fac1849_ironworks_blast_furn,fac1849_ironworks_refining_furn,fac1849_ironworks_puddling_furn,fac1849_ironworks_welding_furn,fac1849_ironworks_cupola_furn,fac1849_ironworks_air_furn,fac1849_steel_finingforge,fac1849_steel_refiningforge,fac1849_steel_cement_furn,fac1849_steel_caststeel_furn,fac1849_glassworks_furnaces,fac1849_paper_vats,fac1849_paper_machines,occ1849_printoffice_book_press
140,"Franzburg","STR",120,0,0,0,0,0,0,261,7,3,2,0,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
141,"Greifswald","STR",0,0,0,0,0,0,1,244,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
142,"Grimmen","STR",0,30,0,0,0,0,1,343,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,"Namslau","BRE",0,0,0,0,0,0,4,169,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,"Wartenberg","BRE",3000,0,0,0,0,0,2,109,80,0,0,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
145,"Oels","BRE",0,0,0,2464,0,0,1,95,29,2,9,0,199,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,8,1,40,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,1,2,3
146,"Trebnitz","BRE",1800,0,0,0,0,0,0,81,53,0,0,0,209,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,21,5,2,30,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,"Militsch","BRE",240,0,0,0,0,0,0,163,21,1,0,0,318,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
148,"Gurau","BRE",60,0,0,0,0,0,0,74,1,2,0,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
149,"Steinau","BRE",720,60,0,0,0,0,10,46,5,0,0,0,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,"Wolau","BRE",0,0,0,0,0,0,0,107,2,4,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
151,"Neumarkt","BRE",0,0,0,0,0,0,0,39,1,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
152,"Breslau","BRE",0,3000,0,0,0,0,14,53,23,9,6,60,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,113,15,104,5,7,3,80,0,0,0,0,5,269,0,0,0,0,1,6,0,0,0,0,0,0,36,3000,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,28
153,"Olau","BRE",840,0,0,0,0,0,7,35,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
154,"Brieg","BRE",450,0,0,0,0,0,0,26,30,0,2,45,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,3,0,2
155,"Strehlen","BRE",0,0,0,0,0,0,484,22,0,0,0,0,34,29,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,"Nimtsch","BRE",0,0,0,0,0,0,73,143,0,1,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
157,"Münsterberg","BRE",0,0,0,0,0,0,0,108,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
158,"Frankenstein","BRE",0,0,0,0,0,0,470,107,3,21,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,"Reichenbach","BRE",0,0,300,0,0,0,7114,106,187,1,18,5,12,33,175,0,0,0,15,0,9552,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,186,2,3,0,0,1,10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
160,"Schweidnitz","BRE",1712,0,0,10212,0,0,1784,191,34,3,5,0,47,14,54,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,10,0,1,40,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,3,82,2,60,0,0,0,0,0,0,0,0,0,0,0,0,1,6
161,"Striegau","BRE",0,0,0,0,0,0,22,32,13,0,1,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
162,"Waldenburg","BRE",180,0,0,9000,0,0,2390,1430,361,0,2,5,210,100,262,0,0,350,0,0,121,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,215,2,0,2,120,1,24,0,0,0,0,0,0,0,0,1,8,5,53,0,0,1,6,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,4
163,"Glatz","BRE",2280,0,30728,1924,1100,0,5815,244,442,11,28,313,178,168,871,0,0,0,0,467,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,3,3,3,66,0,0,0,0,0,0,1,18,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
164,"Habelschwerdt","BRE",0,0,0,0,0,0,617,772,232,22,0,2,522,25,46,0,0,0,215,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
165,"Creutzburg","OPP",780,0,0,0,0,0,0,118,33,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Rosenberg","OPP",0,0,0,0,0,0,0,79,2,1,2,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
167,"Oppeln","OPP",0,0,0,0,0,0,0,219,0,1,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
168,"Gross-Strehlitz","OPP",0,0,0,0,0,0,0,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,"Lublinitz","OPP",0,0,0,0,0,0,0,58,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,2,0,1
170,"Tost","OPP",320,0,0,0,0,0,0,14,51,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
171,"Beuthen","OPP",0,0,0,0,0,0,0,17,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,4,0,0,0,0,0,0,2,12,1,15,0,0,0,0,86,1405,0,0,26,1373,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
172,"Pless","OPP",0,0,0,0,0,0,0,137,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
173,"Riebnick","OPP",0,0,0,0,0,0,40,23,17,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,113,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
174,"Ratibor","OPP",500,1080,0,0,0,0,57,141,41,10,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,8,15,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
175,"Cosel","OPP",0,0,0,0,0,0,0,34,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
176,"Leobschütz","OPP",0,180,0,0,0,0,521,357,7,4,5,0,293,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
177,"Neustadt","OPP",440,0,0,0,0,0,258,249,18,16,1,0,79,0,0,0,0,0,0,0,113,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,"Falkenberg","OPP",0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,"Neisse","OPP",340,0,710,0,0,0,2,449,33,17,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
180,"Grotkau","OPP",0,0,0,0,0,0,3,44,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,"Grünberg","LIE",13620,0,0,0,0,0,0,23,339,0,1,3,1316,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,16,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,1,3
182,"Freistadt","LIE",240,0,0,978,300,0,36,76,17,1,0,0,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,31,1,2,30,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,12,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2
183,"Sagan","LIE",3105,80,0,4060,0,0,447,140,180,1,1,0,717,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,117,3,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
184,"Sprottau","LIE",1020,0,0,0,0,0,16,22,17,14,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
185,"Glogau","LIE",820,0,0,0,0,0,0,100,7,2,0,0,212,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,360,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,4
186,"Lüben","LIE",1683,0,0,0,0,0,0,41,57,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,15,0,0,0,0,0,0,0,0,3,24,0,0,2,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,"Bunzlau","LIE",0,0,0,0,0,0,5,108,31,5,4,1,87,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,135,13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4
188,"Hainau-Goldberg","LIE",3985,0,0,0,0,0,0,28,171,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
189,"Liegnitz","LIE",1010,0,0,0,0,0,0,98,31,3,0,34,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,0,0,69,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,8
190,"Jauer","LIE",0,0,0,0,0,0,0,53,0,5,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,"Schönau","LIE",1200,0,0,0,0,0,41,483,9,0,0,16,102,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
192,"Bolkenhain","LIE",320,0,2896,0,2296,0,63,1627,50,0,1,0,398,2,0,0,0,0,0,0,190,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"Landshut","LIE",0,0,0,3040,1700,0,1447,2179,9,2,3,36,230,13,20,0,0,0,0,0,1355,4,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,95,4,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,"Hirschberg","LIE",720,720,0,7000,0,12,315,1505,476,4,16,40,307,30,52,0,0,0,0,0,89,0,187,0,0,0,45,0,7,0,0,0,0,0,0,0,0,2,0,162,1,0,2,90,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
195,"Löwenberg","LIE",630,0,0,0,0,0,242,357,37,23,24,3,122,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
196,"Lauban","LIE",0,0,0,0,0,1,4180,2217,467,3,16,8,193,45,97,0,40,4,34,924,1540,0,156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,162,6,2,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
197,"Görlitz","LIE",5980,420,0,0,0,0,68,56,14,8,3,0,77,4,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,136,3,0,5,92,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
198,"Rothenburg","LIE",1200,0,0,0,0,0,24,49,2,1,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
199,"Hoyerswerda","LIE",360,303,0,0,0,0,21,31,5,8,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
200,"Osterburg","MAG",30,0,0,0,0,0,1,121,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,"Salzwedel","MAG",4848,0,0,0,0,0,52,140,73,0,0,2,2013,0,0,0,21,0,0,0,52,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,84,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,2,0,2
202,"Gardelegen","MAG",0,0,0,0,0,0,36,549,8,0,0,0,150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,93,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"Stendal","MAG",1220,0,0,0,0,0,14,69,2,0,0,0,303,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
204,"Jerichow II","MAG",190,0,0,0,0,0,0,353,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"Jerichow I","MAG",15045,0,0,0,0,0,56,317,465,1,0,1,25,0,0,6,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,97,6,3,12,146,0,0,1,10,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,13,99,0,0,0,0,0,0,0,0,0,0,0,9,3,2
206,"Calbe","MAG",2520,0,0,0,0,0,50,213,136,0,0,3,78,4,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,50,2,4,2,36,0,0,1,10,0,0,3,16,0,0,0,0,4,81,0,0,0,0,0,0,16,168,0,0,0,0,0,0,0,0,0,0,0,3,1,4
207,"Magdeburg","MAG",100,0,8176,0,0,0,111,81,4,10,125,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,67,43,0,0,0,0,0,0,0,0,0,0,19,2,8,2,50,1,6,0,0,5,34,2,24,1,6,2,6,0,0,8,490,0,0,0,0,37,363,0,0,0,0,0,0,0,0,0,0,0,0,0,33
208,"Wanzleben","MAG",0,0,0,0,0,0,50,402,1,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,13,0,0,0,0,0,0,4,42,2,15,1,30,1,12,2,14,0,0,0,0,36,2160,39,351,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,"Wollmirstädt","MAG",0,0,0,0,0,0,64,224,0,0,2,36,293,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,32,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"Neuhaldensleben","MAG",0,0,0,0,0,0,0,86,1,1,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,1,0,2
211,"Oschersleben","MAG",0,0,0,0,0,0,0,226,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212,"Aschersleben","MAG",5504,50,0,0,0,0,41,277,276,1,0,0,217,0,0,0,131,1,144,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,117,5,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,16,111,0,0,0,0,0,0,0,0,0,0,0,3,0,9
213,"Halberstadt","MAG",220,0,0,0,0,0,26,492,19,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
