kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
246,"SANGERHAUSEN","MER",16.49,24.07,14.61,23.61,0,0,0,0,0,0,0,0,13.57,22.09,8.39,17.96,0,0,15.36,18.63,14.76,19.67,12.5,16.2,10.65,13.92,12.73,16.03,8.17,14.13,0,0,83.49,0,153.96,84.51,23,105.26,11.07,8,0,29.34,33.15,24.46,19.33,1.42,29.54,0,58220,84982,3191,5156,0,0,0,0,0,0,0,0,89808,146194,725,1552,0,0,118461,143680,90154,120251,59,76,14339,18742,16730,21094,2057,4718,0,0,392044,9267,114562,904,23,6316,3006,169,0,45782,31725,10574,3673,72,159540,0,"matched (3)"
247,"ECKARTSBERGA","MER",16.28,22.57,12.08,18,0,0,0,0,0,0,0,0,13.09,21.29,8.18,13.06,0,0,14.16,16.23,15.19,18.16,7.1,16,11.18,13.39,14.05,16.4,7.63,9.81,0,0,83.81,0,165.13,63.04,75.67,62.31,10.28,7,0,27.5,36.59,27.11,16.4,1.76,27.65,0,48029,66586,11887,17712,0,0,0,0,0,0,0,0,60814,98909,870,1390,0,0,91476,104849,87871,105088,7,35,12477,14943,22099,26107,1841,3091,0,0,295145,3654,195002,1891,643,1041,3911,29,0,34782,33377,41305,2404,35,47157,0,"matched (3)"
248,"QUERFURT","MER",23,27.83,19.13,24.8,0,0,0,0,0,0,0,0,18.9,24.6,13.2,20.55,0,0,21.13,21.27,22.32,24.71,0,24.33,15.78,17.92,17.8,17.6,12.27,11.1,0,0,108.76,0,221.77,108.14,45.7,97.28,16.09,0,0,28.57,39.3,29.32,20.48,2,35.35,9,87874,106327,3124,4050,0,0,0,0,0,0,0,0,147422,191882,2643,4114,0,0,196025,197324,174989,194319,0,331,22297,25321,12109,12017,1921,3061,0,0,565628,479,339308,2174,3217,1090,7094,0,0,44295,43108,53277,2189,72,53612,1654,"matched (3)"
249,"MERSEBURG","MER",19.56,22.63,22.38,24.55,0,0,0,0,0,0,0,0,16.79,20.97,10.13,13.18,11.16,11.2,17.5,17.54,19.13,20.14,0,0,14.71,15.79,13.68,16.2,10.72,12.87,0,0,103.39,0,204.97,94.26,87.08,125.78,15.69,8,0,24.03,31.99,24.04,21.59,3.62,26.52,0,93045,107649,1383,1517,0,0,0,0,0,0,0,0,147525,184253,130,169,1016,1019,130767,131066,122174,128711,0,0,8726,9367,2201,2710,1205,2051,0,0,538786,321,360235,1414,984,3685,2214,32,0,54315,22070,5738,4838,177,114619,0,"matched (3)"
250,"WEISSENFELS","MER",17.7,21.29,15.74,19.18,0,0,0,0,0,0,0,0,14.73,18.94,11.4,15.15,0,0,16.41,16.2,17.57,18.6,0,12,9.99,11.07,13,13.52,10.38,11.8,0,0,101.96,0,181.16,70.57,68.87,95.83,13.8,0,0,27.2,34.1,25.27,22.11,2.49,29.27,12.3,88808,106820,985,1201,0,0,0,0,0,0,0,0,119482,153632,323,429,0,0,91179,90278,116927,123904,0,52,3167,3509,1928,2040,3621,5028,0,0,497667,3762,320925,2237,2121,4437,7328,0,0,51381,35444,8546,2019,166,65208,188,"matched (3)"
251,"NAUMBURG","MER",15.31,19.68,11.25,17.88,0,0,0,0,0,0,0,0,12.98,17.1,8.65,12.41,0,0,14.65,15.4,15.52,17.74,0,0,9.07,10.39,14.03,14.21,7.86,8.26,0,0,86.28,0,163.84,61.39,35.95,53.56,10.96,8.1,0,22.98,30.8,22.43,14.48,1.58,22.59,11.71,18608,23919,546,867,0,0,0,0,0,0,0,0,26604,35048,352,505,0,0,22394,23556,26983,30878,0,0,1468,1681,4387,4443,888,971,0,0,95072,95,95306,804,316,407,1230,19,0,8238,8806,7151,375,16,20378,3601,"matched (3)"
252,"ZEITZ","MER",16.65,17.44,14.96,16.96,0,0,0,0,0,0,0,0,14.57,17.32,10.66,10.3,0,0,14.64,13.63,16.3,15.52,0,0,10.54,9.34,11.63,12.45,10.17,10.33,0,0,92.65,0,184.51,0,90,118.83,14.08,11.8,0,25.21,29.76,28.83,17.31,1.8,24.04,8,36976,38731,1355,1537,0,0,0,0,0,0,0,0,53587,63701,517,500,0,0,36635,34108,55534,52877,0,0,827,733,188,202,560,721,0,0,182335,389,123732,0,2367,1355,2974,6,0,37681,6226,199,466,132,57407,56,"matched (3)"
253,"NORDHAUSEN","ERF",20,31,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,15,18,18,22,0,0,12,16,12,14,11,14,0,0,90,0,180,0,0,0,9,0,0,40,0,0,0,0,30,0,3180,4929,0,0,0,0,0,0,0,0,0,0,5908,7596,0,0,0,0,4215,5058,2700,3300,0,0,600,800,372,434,55,70,0,0,21600,0,1260,0,0,0,144,0,0,3640,0,0,0,0,540,0,"matched (3)"
254,"NORDHAUSEN","ERF",14.13,24.27,14.14,23.16,0,0,0,0,0,0,0,0,10.71,24.62,7.23,11,0,0,12.8,15.8,13.26,19.95,0,0,8.36,14.45,11.99,17.07,7.15,12.47,20,25.5,54.46,0,128.99,59.82,0,95.77,8.45,7.5,0,33.43,35.55,26.16,16.2,1.2,31.69,0,43464,74655,6540,10712,0,0,0,0,0,0,0,0,60639,139396,406,617,0,0,25661,31676,71995,108319,0,0,5433,9391,12217,17478,1326,3185,246,314,128041,1677,65101,287,0,13733,1764,29,0,57195,21479,7864,697,99,96195,0,"matched (3)"
255,"WORBIS","ERF",9.51,17.5,10.97,16.79,0,0,0,0,0,0,0,0,7.05,15.88,10,18,0,0,9.4,10.89,9.82,14.41,0,0,5.18,8.45,8.44,14.3,5.62,9.3,4.93,16.08,56.4,0,112.46,56.11,20,104.91,7.79,6.13,0,35.21,34.1,23.05,27.33,1.75,25.66,0,19742,36328,1717,2638,0,0,0,0,0,0,0,0,44667,100613,20,36,0,0,11398,13204,58440,85784,0,0,3505,5717,5142,8739,1764,3076,140,587,152472,20327,57163,578,2,33330,1480,26,0,65163,7580,8416,2441,47,64119,0,"matched (3)"
256,"HEILIGENSTADT","ERF",8.86,15.19,8.41,13.51,0,0,0,0,0,0,0,0,6.44,14.01,3.5,12.66,6,7,6.07,7.46,8.06,11.09,0,0,4.05,5.78,6.56,9.34,4.34,5.45,5.7,4.6,54.3,0,74.8,22.13,25,52.75,6.74,0,0,21.5,22.76,17.93,13.98,1.97,21.13,0,31504,54011,617,992,0,0,0,0,0,0,0,0,30701,66790,25,89,30,35,5694,6997,40472,55687,0,0,1845,2633,2510,3574,1094,1373,52,52,122865,4214,36181,385,70,10745,538,0,0,32680,6594,22380,556,120,28447,0,"matched (3)"
257,"MUHLHAUSEN","ERF",9.04,16.96,9.9,14.91,7,6,0,0,0,0,0,0,9.83,21.13,5,13.23,0,0,9.89,10.86,10.1,13.3,0,0,6.35,9.01,13.19,15.43,8.05,12,0,0,57.48,0,119.66,19,0,85.11,8.32,0,0,33.2,35.92,23.21,23.19,3.48,23.33,0,20392,38258,1435,2160,4,3,0,0,0,0,0,0,32812,70530,42,111,0,0,29935,32871,42042,55439,0,0,4424,6277,4967,5811,1555,2425,0,0,152178,18462,93885,99,0,11328,960,0,0,45992,27102,23131,3142,226,23099,0,"matched (3)"
258,"LANGENSALZA","ERF",14.5,20.68,12.15,21.23,0,0,0,0,0,0,0,0,13.2,13.69,6,10,0,0,14.5,16.47,14.95,19.04,0,0,11.3,12.64,15.32,17.23,10.2,14.84,0,0,63.84,0,194.85,59.12,116.8,116.53,13.75,0,0,33.53,47.74,34.27,49.47,1.55,36.64,0,28519,40673,10095,17640,0,0,0,0,0,0,0,0,37871,67967,96,160,0,0,103975,118101,63983,81550,0,0,10071,11265,13293,15040,2527,4829,0,0,184727,8816,165350,3719,1729,8006,2149,0,0,24339,55302,65164,2558,12,35237,0,"matched (3)"
259,"WEISSENSEE","ERF",16.22,25.01,15.38,21.55,0,0,0,0,0,0,0,0,14.31,23.57,10,12,0,0,16.46,19.24,16.63,21.78,0,30,13.64,14.85,20,19.28,12.18,15.68,0,0,75.32,0,198.74,80.64,48.5,67.17,12.52,6,0,37.4,43.88,32.42,29.45,2.14,40.48,0,21574,33266,10671,14951,0,0,0,0,0,0,0,0,26674,43934,96,115,0,0,100527,117506,48237,63175,0,1095,5120,5575,21920,21131,1088,1833,0,0,174095,4504,78920,2274,417,329,497,12,0,11800,37851,36644,1072,61,72180,0,"matched (3)"
260,"ERFURT","ERF",15.7,19.6,14.7,17.6,0,0,0,0,0,0,0,0,13.7,17.6,0,0,0,0,15.7,13.7,19.5,19.5,0,0,9.8,9.8,14.7,14.7,15.6,19.6,0,0,58.8,0,293.8,0,0,0,15.7,0,0,35.2,47,35.3,0,0,23.5,0,3207,4004,3003,3596,0,0,0,0,0,0,0,0,8395,10785,0,0,0,0,8016,6995,2488,2488,0,0,375,375,2440,2440,200,251,0,0,9008,0,29997,0,0,0,201,0,0,2696,8399,4957,0,0,181,0,"matched (3)"
261,"ERFURT","ERF",14.14,19.14,12.38,14.94,5.47,9.93,0,0,0,0,0,0,14.18,23.03,0,0,0,0,14.12,13.82,13.9,15.05,0,0,10.12,21.84,16.62,11.84,10.49,13.74,0,0,65.81,0,187.51,84.5,0,96.8,12.62,0,0,31.33,40.76,34.46,24.3,1.83,27.51,5.5,18939,25636,7650,9231,376,682,0,0,0,0,0,0,22962,37292,0,0,0,0,74260,72682,37048,40113,0,0,2012,4342,15162,10802,1463,1951,0,0,122657,842,160640,313,0,4162,978,0,0,21646,56962,33306,3489,80,23796,41,"matched (3)"
262,"ZIEGENRUCK","ERF",12.02,13.35,7.2,8.1,0,0,0,0,0,0,0,0,9.54,10.67,5.96,7.44,14,10,10.99,9.26,11.09,10.42,0,0,6.74,7.07,0,0,7.16,6.44,0,0,85.04,0,104.78,48.5,0,56.65,9.59,0,0,28.03,28.73,29.9,14,1.07,23.93,6,8549,9495,143,160,0,0,0,0,0,0,0,0,17972,20101,1059,1322,252,180,14458,12182,15259,14385,0,0,1198,1256,0,0,175,158,0,0,109293,1879,16388,49,0,6271,611,0,0,17642,2482,6722,395,13,58966,25,"matched (3)"
263,"SCHLEUSINGEN","ERF",6.5,11.55,4.35,6.5,6,7.4,0,0,0,0,0,0,6.27,11.05,4.57,7.75,0,0,6.14,7.02,5.29,6.84,0,0,5.96,7.25,3.2,4.8,6.47,8.52,3.55,6.1,35.58,0,52.26,29,25.5,38.43,10,0,0,17.84,17.92,12.66,8.83,.9,20.43,0,2726,4844,340,508,152,187,0,0,0,0,0,0,13469,23737,4982,8449,0,0,1717,1963,6072,7851,0,0,1004,1221,6,10,1401,1921,32,35,100346,1679,9820,15,77,4827,163,0,0,8164,857,1480,496,4,103212,0,"matched (3)"
264,"HADERSLEBEN","SCH",13.39,14.66,0,0,0,0,0,0,0,0,0,0,10.57,13.33,5.09,7.49,0,0,9.36,9.17,10.52,11.12,5.49,6.51,7.41,7.04,16,26,7,6.5,0,0,33.79,0,95.91,127.39,150.71,123.04,15.29,0,0,16.83,0,0,14.44,0,17.23,0,28258,30938,0,0,0,0,0,0,0,0,0,0,116511,146934,229,337,0,0,89974,88157,172309,182426,21445,25560,4326,4110,64,104,4,4,0,0,59805,2477,24121,9860,3602,19145,596,0,0,30360,0,0,127717,0,235236,0,"matched (3)"
265,"APENRADE","SCH",16.78,20.71,0,0,0,0,0,0,0,0,0,0,10.68,14.94,5.02,9.3,0,0,9.55,11.11,9.78,11.91,5.25,6.9,8.28,8.32,10,12,0,0,0,0,4116,0,146.76,113.57,106.33,122.99,14.2,0,0,27.04,0,0,17.24,0,15.89,0,17069,21066,0,0,0,0,0,0,0,0,0,0,50280,70336,42,78,0,0,35077,40835,58726,71671,9859,12961,1295,1301,6,7,0,0,0,0,26058,737,16056,1840,74,5658,585,0,0,152.48,0,0,53870,0,99079,0,"matched (3)"
266,"SONDERBURG","SCH",20.84,28.64,0,0,0,0,0,0,0,0,0,0,17.48,28.31,0,0,0,0,17.89,19.96,16.71,20.61,10.34,14.65,10.76,12.95,14.38,17.45,8.42,10.96,0,0,63.94,0,172.41,131.43,78.5,220.34,12,0,7,28.46,0,0,24.58,.6,29.82,0,42430,58311,0,0,0,0,0,0,0,0,0,0,45835,73232,0,0,0,0,76651,85523,92777,114534,7124,10094,8485,10212,798,968,281,366,0,0,41746,2641,6647,9555,675,29680,468,0,12,55204,0,0,97066,1,76566,0,"matched (3)"
267,"FLENSBURG","SCH",17.26,20.58,28,15,0,0,0,0,0,0,0,0,13.65,18.39,4.84,9.01,16,13.5,12.42,12.59,13.24,14.7,9.66,11.78,10.01,10.02,25,22,0,0,0,0,48.26,0,180.1,107.88,132.36,166.52,14.67,0,0,24.76,0,0,23.4,2.3,21.77,0,12929,15416,70,38,0,0,0,0,0,0,0,0,107548,144895,325,632,16,14,37104,37611,139052,154669,34605,42199,2290,2293,43,37,0,0,0,0,51489,1086,23809,647,2621,7943,1084,0,0,34785,0,0,72584,7,193995,0,"matched (3)"
268,"SCHLESWIG","SCH",12.96,15.3,9.6,12.7,0,0,0,0,0,0,0,0,11.93,14.87,5.49,9.46,0,0,10.83,10.77,12.02,13.27,8.28,11.1,9.25,9.49,15.2,18.62,5,9.25,0,0,57.79,0,119.66,70.17,91.27,115.56,11.18,0,0,23.39,0,0,15.55,0,19.37,0,5710,6741,121,160,0,0,0,0,0,0,0,0,103974,129597,1261,2172,0,0,17496,17399,114042,125902,28650,38417,1896,1949,1360,1666,5,516,0,0,93903,5233,10698,772,7247,9638,95,0,0,13402,0,0,12075,0,339124,0,"matched (3)"
269,"ECKERNFORDE","SCH",21.68,28.16,17.5,30,0,0,0,0,0,0,0,0,16.78,24.9,4.05,8.53,12.5,14,17.52,19.55,17.63,21.63,10.48,15.7,13.44,15.65,15.64,18.17,0,0,0,0,87.7,0,173.58,122.5,151.82,163.85,15.17,14.1,0,25.28,0,0,20.64,0,25.92,0,48906,63523,455,780,0,0,0,0,0,0,0,0,101133,150072,192,413,163,182,81161,90663,204774,253280,17764,27161,10282,11972,430,500,0,0,0,0,63433,1482,28311,600,4661,6521,10671,14,0,77190,0,0,32900,0,145116,0,"matched (3)"
270,"EIDERSTEDT","SCH",26.65,36.08,27,48,0,0,0,0,0,0,0,0,20.59,31.48,0,0,29.07,26.93,21,24.71,24.98,29.91,0,0,14.41,14.17,24.03,33.25,15,26,0,0,96.35,0,266.22,100,220,210,25.8,0,0,45.17,0,0,35.25,0,27.69,0,15222,20609,81,144,0,0,0,0,0,0,0,0,3097,4735,0,0,401,372,3368,3963,39076,46788,0,0,362,356,21175,29300,30,91,0,0,12150,636,4195,100,506,1450,3723,0,0,12047,0,0,367,0,13740,0,"matched (3)"
271,"HUSUM","SCH",17.68,21.09,0,0,0,0,0,0,0,0,0,0,12.49,16.1,7.58,9.3,33,33.3,14.5,13.21,15.3,15.42,7.14,9.35,9.95,8.93,15.69,16.98,0,0,0,0,70.14,0,153.18,28.25,155,172.4,16.19,0,0,33.33,0,0,18.25,0,17.21,0,14917,17794,0,0,0,0,0,0,0,0,0,0,53772,69314,418,513,284,286,14309,13036,84496,85158,7316,9581,949,852,20301,21970,0,0,0,0,65041,5064,10386,71,3441,1552,2658,0,0,20758,0,0,579,0,190633,0,"matched (3)"
272,"TONDERN","SCH",16.15,18.45,5,8,0,0,0,0,0,0,0,0,9.49,15.7,5.73,12.57,27,16.38,9.58,11.34,9.61,12.93,4.95,7.17,8.88,10.21,13.03,16.06,0,0,0,0,47.61,0,202.48,117.5,101.24,146.44,20.99,0,0,20.87,0,0,17.43,0,17.52,0,2770,3164,8,12,0,0,0,0,0,0,0,0,69384,114787,1347,2954,192,116,32172,38082,77316,104150,12728,18437,585,673,5974,7364,0,0,0,0,76343,3842,18689,893,2207,7425,1507,0,0,4341,0,0,4959,0,605959,0,"matched (3)"
273,"OLDENBURG","SCH",24.63,32.57,16.8,31.6,0,0,0,0,0,0,0,0,17.66,27.93,9,18,20,22,20.75,22.56,20.62,24.27,10.8,15.53,14.59,17.92,15.16,18.22,11.04,16.73,0,0,81.92,0,211.5,150,120,0,15.89,8,0,25.91,0,0,18.85,3.22,24.99,0,185282,245011,1060,1994,0,0,0,0,0,0,0,0,87745,138773,38,76,90,99,129090,140350,176689,208819,365,525,35757,43918,4164,5005,2675,5099,0,0,83337,1556,41940,180,1380,0,46926,10,0,121912,0,0,36098,543,176847,0,"matched (3)"
274,"PLON","SCH",21.95,26.44,13.33,18.67,0,0,0,0,0,0,0,0,17.12,24.16,8.9,14.75,17.17,17.07,16.86,18.37,17.41,19.55,9.54,13.43,14.41,16.33,17.31,19.03,15.5,17.36,0,0,58.8,0,173,134.78,100,253.5,16.58,0,0,25.61,26.9,0,24.66,2.64,25.55,0,102517,123488,1028,1439,0,0,0,0,0,0,0,0,107912,152288,171,283,34,34,109816,119651,208995,234684,7684,10889,15260,17293,2321,2552,153,279,0,0,61040,3269,19445,1024,100,963,29360,0,0,78615,40,0,75354,264,173341,0,"matched (3)"
275,"KIEL","SCH",23,46,0,0,0,0,0,0,0,0,0,0,18,35,0,0,0,0,28,24,24,28,0,0,10.75,51,0,0,0,0,0,0,120,0,150,0,0,150,0,0,0,0,0,0,58,0,36,0,127,253,0,0,0,0,0,0,0,0,0,0,2331,4533,0,0,0,0,420,360,3449,4024,0,0,62,296,0,0,0,0,0,0,1440,0,975,0,0,375,0,0,0,0,0,0,3236,0,2459,0,"matched (3)"
276,"KIEL","SCH",18.04,24.33,12.5,18.5,0,0,0,0,0,0,0,0,18.62,21.99,6.71,11.5,0,0,14.94,17.77,13.78,17.37,11.03,14.88,14.09,15.66,18.67,19,13,25,9,15,68.05,0,141.53,86,112.38,120.69,17.2,0,0,26.36,0,0,20.61,4,23.11,0,23795,32091,186,276,0,0,0,0,0,0,0,0,91231,147296,557,955,0,0,37734,44882,110830,139861,28882,38963,2887,3209,108,110,13,25,9,15,65519,1504,25122,843,4169,8279,3684,0,0,43578,0,0,23615,16,164065,0,"matched (3)"
277,"RENDSBURG","SCH",14.16,18.65,10.45,18.81,0,0,0,0,0,0,0,0,11.84,16.79,6.89,10.66,0,0,11.15,12.68,11.41,13.65,7.35,9.97,10.08,10.81,17.36,23.96,0,0,0,0,74.02,0,123.43,63.51,85.37,121.87,17.72,18.5,0,23.62,0,0,14.99,2,19.72,0,6076,8003,164,217,0,0,0,0,0,0,0,0,132552,187969,2059,3186,0,0,7321,8326,114892,187447,41282,56027,1451,1556,521,719,0,0,0,0,170046,10237,12726,2890,18312,14198,992,581,0,10152,0,0,9384,7,379882,0,"matched (3)"
278,"NORDERDITHMARSCHEN","SCH",21.61,28.97,16.3,26.2,0,0,0,0,0,0,0,0,16.16,25.12,10.25,13.25,0,0,22.02,19.91,21.83,26.29,6.39,8.28,17.12,14.75,21.03,30.99,11.5,11,0,0,103.64,0,312.46,188.75,193,90,18.3,12,0,47.28,0,0,30,2.2,29.68,0,59994,80427,1100,1769,0,0,0,0,0,0,0,0,44432,69067,1365,1765,0,0,28859,26094,142506,171621,6235,8080,2982,2569,36994,54391,62,59,0,0,92665,10095,111267,2171,13124,189,8513,121,0,28727,0,0,360,11,259166,0,"matched (3)"
279,"SUDERDITHMARSCHEN","SCH",22.03,28.41,15.54,20.54,0,0,0,0,0,0,0,0,16.38,21.09,8.47,10.87,16.05,19.37,19.88,18.24,20.88,20.68,7.33,9.8,13.7,12.65,19.79,22.73,0,0,0,0,96.52,0,330.71,124.35,153.2,262.5,17.81,15,0,46.86,0,0,18.92,2.5,34.58,0,79339,102316,7570,10005,0,0,0,0,0,0,0,0,77233,99441,1375,1764,35,43,28886,26503,178223,176539,13465,18003,2107,1946,45285,52013,0,0,0,0,104242,10791,127489,6752,7262,7980,12492,353,0,28107,0,0,8459,35,239259,0,"matched (3)"
280,"STEINBURG","SCH",16.19,23.15,11.46,15.12,0,0,0,0,0,0,0,0,14.29,20.82,8.87,12.76,22.02,22.5,16.71,15.9,17.84,19.24,11.59,13.35,12.07,13.45,18.94,20.38,5.4,6,0,0,83.43,0,223.76,112.57,123.16,110.06,19.86,0,0,38.99,0,0,28.47,2,35.14,0,50880,72754,684,903,0,0,0,0,0,0,0,0,78102,113792,1559,2241,2400,2453,13764,13097,192044,207153,28752,33119,1762,1964,34920,37575,225,250,0,0,145318,13232,102214,15028,24127,10764,10566,0,0,10438,0,0,8507,13,230547,0,"matched (3)"
281,"SEGEBERG","SCH",18.98,24.91,14.17,16.55,0,0,0,0,0,0,0,0,12.48,19.41,6.55,10.25,0,0,14.41,15.91,12.2,14.71,7.23,11.38,13.67,14.25,13.4,11.5,6.5,8,7.5,8,78.05,0,161.15,150,96.6,182.55,15.11,0,0,21.02,0,0,17.18,1.5,21.91,0,30020,39400,713,832,0,0,0,0,0,0,0,0,169271,257045,661,1049,0,0,17987,19859,175714,212521,39477,62318,5814,6061,405,348,26,33,250,314,184939,6939,33970,6030,16325,12451,2347,0,0,23538,0,0,23420,42,254338,0,"matched (3)"
282,"STORMARN","SCH",17.83,26.59,11.76,18.33,0,0,0,0,0,0,0,0,14,22.7,8.34,13.55,8,20,14.72,17.7,13.16,17.61,7.77,11.6,13.44,15.24,16.14,19.7,14,14,6.43,9.88,85.55,0,141.62,41.5,127.17,149.5,14.56,0,0,25.29,20,0,18.68,1.5,23.2,0,41189,61426,1098,1712,0,0,0,0,0,0,0,0,184888,299783,1062,1725,334,836,12831,15429,200285,269195,18221,27248,5314,6026,2406,2957,14,14,6,10,289416,18735,37713,212,66027,57049,2526,0,0,52001,34,0,67455,6,217205,0,"matched (3)"
283,"PINNEBERG","SCH",14.06,22.93,9.76,15.38,0,0,0,0,0,0,0,0,13.38,21.32,9.42,15.65,0,0,12.36,13.64,15.92,19.44,8.81,10.53,9.11,9.66,16.87,18.06,5,16.88,0,50,97.57,0,156.6,149.2,164.39,169.38,17.37,0,0,33.64,0,0,21.75,2.35,30.51,0,18458,30103,1739,2741,0,0,0,0,0,0,0,0,112654,179516,2093,3634,0,0,11482,12674,120129,146813,14656,17558,723,767,7841,8394,15,111,0,475,313594,20634,98360,8624,161234,39720,4018,0,0,28012,0,0,23401,14,308124,0,"matched (3)"
284,"ALTONA","SCH",0,0,0,0,0,0,0,0,0,0,0,0,22,56,12,28,0,0,18,23,26,35,14,16,11,18,0,0,22,30,0,0,128,0,160,90,186,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,3304,66,154,0,0,265,338,1739,2342,35,40,50,81,0,0,11,15,0,0,8640,0,944,315,3218,0,0,0,0,620,0,0,0,0,0,0,"matched (3)"
285,"LAUENBURG","SCH",15.42,21.05,10.71,14.38,0,0,0,0,0,0,0,0,13.92,22.05,7.22,12.39,15,30,11.41,14.1,12.99,16.01,6.42,10.18,11.23,12.97,12.78,15.01,10.67,18.67,3.83,12.33,86.99,0,107.41,159.3,107.08,114.31,11.58,0,0,20.62,0,0,16.03,0,19.92,0,33383,45571,1073,1441,0,0,0,0,0,0,0,0,202497,320766,1200,2059,5,9,2237,2765,199199,246173,13936,22279,11155,11883,2336,2747,329,579,478,1540,310815,16093,21869,860,19542,7956,5088,0,0,64619,0,0,87615,0,196891,0,"matched (3)"
286,"DIEPHOLZ","HAN",8.13,17.29,5.84,10.7,0,0,0,0,0,0,0,0,9.97,16.26,6.37,9.57,0,0,7.53,10.42,8.45,13.16,5.92,7.78,5.95,7.41,10.03,13.04,6.63,9.2,4.93,9.77,59.13,0,62.78,45.57,19.07,93.5,4.93,4.5,0,23.34,0,17,16.99,0,17.39,0,824,1753,2147,4008,0,0,0,0,0,0,0,0,66508,108467,227,601,0,0,3666,5407,16687,26020,1993,2626,356,443,1246,1620,49,68,161,319,71719,1112,5374,4871,4209,1823,357,5,0,2145,0,179,5139,0,214763,0,"matched (3)"
287,"SYKE","HAN",13.81,20.3,9,13.45,0,0,0,0,0,0,0,0,14.08,23.14,6.05,15.62,0,0,9.49,11.84,12.03,16.41,6.86,8.74,9.95,11.05,12.3,14.46,13.25,14.25,8,11.93,90.67,0,93.43,71.79,50.06,118.78,6.91,4,0,29.91,0,15,21.65,.8,26.36,0,1079,1585,2857,4269,0,0,0,0,0,0,0,0,196391,322761,235,865,0,0,3300,4170,62261,85509,1330,1738,1012,1124,579,681,73,78,780,1163,168157,127,2822,23928,18908,27759,193,11,0,22361,0,17,8210,3,223543,0,"matched (3)"
288,"HOYA","HAN",18.04,25.14,10.34,12.11,0,0,0,0,0,0,0,0,16.49,24.08,9.5,14.52,0,0,13.83,14.97,16.26,18.81,10.76,10.73,13.33,15.92,13.48,18.03,11.81,15.22,9.72,10.09,116.67,0,182.91,133.26,110.96,131.5,10.58,10.75,0,41.7,0,0,22.56,2.25,36.26,0,21130,29446,2128,2492,0,0,0,0,0,0,0,0,124325,181549,294,468,0,0,6399,6927,71045,82587,2198,2193,2294,2740,6380,8577,450,580,1818,1887,226736,1132,15986,14978,27696,6233,879,66,0,55282,0,0,5511,15,241825,0,"matched (3)"
