kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
289,"NIENBURG","HAN",9.06,14.01,5.71,8.57,0,0,0,0,0,0,0,0,8.9,14.91,5.71,9.57,0,0,6.08,6.84,7.55,9.66,5.45,6.55,6.79,8.01,6.81,10.49,5.47,7.83,5.02,10.22,74.97,0,80.3,51.52,38.83,103.98,5.82,0,0,19.16,0,9,12,2,21.5,0,7560,11768,515,773,0,0,0,0,0,0,0,0,50107,83943,363,608,0,0,1766,1987,18801,24055,2971,3570,752,888,2826,4353,639,915,638,1695,163450,5570,14912,3380,11684,1716,82,0,0,7287,0,27,2275,2,112333,0,"matched (3)"
290,"STOLZENAU","HAN",11.94,16.71,7.79,10.83,0,0,0,0,0,0,0,0,11.37,16.77,5.64,8.93,0,0,8.81,8.85,10.56,12.25,6.92,8.24,8.84,10.45,9.95,12.97,6.92,9.08,7.41,9,77.18,0,77.85,41.86,43.32,68.44,6.02,5,0,24.99,20.8,0,18.15,1.4,20.88,0,6449,9025,1486,2066,0,0,0,0,0,0,0,0,104671,154383,508,817,0,0,3443,3472,23871,27703,2978,8551,1192,1409,1334,1739,1149,1507,2411,3284,178324,1891,19112,2118,18099,3436,514,15,0,11615,110,0,4672,1,172932,0,"matched (3)"
291,"SULINGEN","HAN",9.18,16.35,6.18,9,0,0,0,0,0,0,0,0,11.62,17.83,5.63,10.25,0,0,7.77,9.35,8.96,12.2,5.01,6.8,6.97,8.28,3.5,7,4.5,8,6.53,10.5,74.53,0,55.83,48.43,43.07,56.67,4.88,5.9,0,25.53,0,0,15.91,1.16,17.7,0,184,327,789,1149,0,0,0,0,0,0,0,0,86807,133199,53,97,0,0,975,1183,15533,21355,1740,2383,367,436,2,4,36,64,1211,1948,76080,209,2507,3598,10720,1745,150,18,0,8427,0,0,5182,1,107588,0,"matched (3)"
292,"NEUSTADT","HAN",12.28,17.9,7.15,10.91,0,0,0,0,0,0,0,0,11.3,17.77,6.21,10.29,4.55,6.25,8.1,9.52,10.56,13.24,5.36,5.84,7.65,9.06,13.22,14.72,6.95,10.5,5.87,8.15,85.61,0,130.31,42.26,33.93,103.75,7.84,0,0,17.99,18,0,16.28,0,15.87,0,6002,8750,427,651,0,0,0,0,0,0,0,0,94126,148019,351,592,42,58,1475,1734,36982,46374,3915,4280,952,1128,6488,7225,971,1756,809,1484,183753,385,40253,1521,9931,1868,224,0,0,8243,11,0,3165,0,106788,0,"matched (3)"
293,"HANNOVER","HAN",0,0,0,0,0,0,0,0,0,0,0,0,13.9,17.25,0,0,0,0,0,10.8,9.5,0,0,0,0,0,3.75,5,0,0,0,0,130,0,237,47.25,0,20,0,0,0,38,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,2027,0,0,0,0,0,0,275,242,0,0,0,0,18,24,0,0,0,0,23322,0,3389,718,0,30,0,0,0,2538,0,0,0,0,11829,0,"matched (3)"
294,"HANNOVER","HAN",18.63,23.42,17.63,22.97,0,0,0,0,0,0,0,0,17,24.24,12,16,16.28,17.52,15.55,14.91,14.43,18.08,5.78,5.47,12.05,13.45,13.45,16.78,7.19,13.68,6,9.21,103.24,0,180.17,48.98,47.36,111.25,7.15,0,0,25.5,33.08,24.33,17.4,0,25.5,0,12167,15296,538,701,0,0,0,0,0,0,0,0,84278,120170,180,240,1216,1309,7932,7605,25504,32009,1051,995,1038,1158,9884,12332,166,851,143,380,176282,1456,25999,206,1809,1758,153,0,0,9945,2587,949,1829,0,128943,0,"matched (3)"
295,"LINDEN","HAN",32,46,0,0,0,0,0,0,0,0,0,0,28,36,0,0,0,0,24,28,26,32,0,0,0,0,18,35,0,0,0,0,180,0,540,0,0,0,0,0,0,50,54,0,0,0,40,0,320,460,0,0,0,0,0,0,0,0,0,0,2016,2592,0,0,0,0,96,112,780,960,0,0,0,0,144,280,0,0,0,0,33300,0,2160,0,0,0,0,0,0,500,308,0,0,0,1792,0,"matched (3)"
296,"LINDEN","HAN",22.54,24.28,19.67,25.33,0,0,0,0,0,0,0,0,20.13,26.03,0,0,18,20.25,16.62,15.38,20.05,18.67,0,0,15.83,14.69,18.59,17.26,0,0,8.25,11,81.08,0,176.86,58.4,80.76,167.5,8.4,3,0,32.54,32.97,0,23.6,0,23.11,0,37491,40385,757,975,0,0,0,0,0,0,0,0,112321,145242,0,0,670,753,6784,6278,54668,50906,0,0,1851,1716,31735,29464,0,0,125,188,111647,1030,43985,818,598,1474,312,11,0,26296,824,0,1234,0,72214,0,"matched (3)"
297,"SPRINGE","HAN",19.27,20.71,17.68,17.31,0,0,0,0,0,0,0,0,18.53,22.97,0,0,16.93,13.83,13.92,11.69,17.88,17.33,0,0,11.93,13.44,16.62,16.08,12.55,16.09,0,0,85.54,0,185.94,59.38,48.5,81.67,8.46,0,0,29.88,28.07,14.08,18.82,0,22.97,0,57284,61565,1270,1243,0,0,0,0,0,0,0,0,121707,150869,0,0,494,404,9239,7759,76403,74053,0,0,552,621,36885,35932,1992,4356,0,0,122741,967,50948,178,53,212,1049,0,0,44375,3464,1387,2403,0,57861,0,"matched (3)"
298,"HAMELN","HAN",17.13,20.69,16.21,21.26,0,0,0,0,0,0,0,0,14.25,21.36,0,0,9.75,11,12.92,12.19,16.4,18.43,0,0,10.63,10.83,14.16,16.69,10.2,12.82,8.37,6.08,89.47,0,181.99,40.18,83.23,73,7.24,6.25,0,34.59,31.13,21.32,18.38,1.2,24.51,0,64136,77465,1050,1378,0,0,0,0,0,0,0,0,108696,162930,0,0,69,78,8518,8037,106784,120020,0,0,2629,2678,25455,30037,6833,8852,202,147,179101,6558,83552,751,1007,445,1324,39,0,71408,4340,7080,2213,58,70493,0,"matched (3)"
299,"PEINE","HIL",16.56,21.58,14.88,20.38,0,0,0,0,0,0,0,0,14.07,21.27,7.75,13.5,13.47,13.72,11.11,12.97,14.05,15.63,4.28,5.77,10.11,12.31,12.56,16.36,7.17,13.67,5.3,8.55,89.77,0,165.88,69.15,111.9,102,3.96,3.6,0,25.53,31.22,24,29.68,0,23.64,0,30330,39524,936,1282,0,0,0,0,0,0,0,0,105899,160091,177,309,7550,7690,8350,9748,46711,51963,625,1447,2532,3082,20293,26629,39,243,1125,1831,231023,1912,30854,954,9433,21440,60,41,0,24034,1726,84,5918,0,91274,0,"matched (3)"
300,"HILDESHEIM","HIL",30,50,25,34,0,0,0,0,0,0,0,0,22,45,0,0,0,0,27.2,30,27,40,0,0,18,30,20,50,0,0,0,0,160,0,700,0,0,0,0,0,0,140,120,80,0,0,70,0,5640,9400,313,425,0,0,0,0,0,0,0,0,1364,2790,0,0,0,0,680,750,2336,3460,0,0,22,36,500,1250,0,0,0,0,19200,0,3500,0,0,0,0,0,0,2100,600,296,0,0,14749,0,"matched (3)"
301,"HILDESHEIM","HIL",24.85,28.09,18.27,18.56,0,0,0,0,0,0,0,0,22.58,31.54,0,0,14.43,15.85,19.22,19.25,22.57,22.95,0,0,16.07,17.71,18.79,22.67,9,29.48,0,0,113.95,0,277.84,80,400,145,6.5,0,0,33.3,31.5,19.83,22.36,0,24.31,0,80556,91059,4692,4766,0,0,0,0,0,0,0,0,67735,94614,0,0,1944,2135,15047,15071,58307,59289,0,0,710,783,38364,46727,99,2232,0,0,126952,1949,34536,96,640,696,126,0,0,25278,3686,119,1270,0,38767,0,"matched (3)"
302,"MARIENBURG","HIL",22.64,28.64,17.15,20.29,0,0,0,0,0,0,0,0,18.53,28.59,0,0,23.75,21,17.14,17.41,21.47,23.13,0,0,11.51,14.88,16.82,21.83,11.13,25.45,0,0,91.93,0,245.45,98.46,142.41,92.5,4,0,0,38.64,35.6,20.27,24.39,0,32.33,0,92115,116528,10040,11878,0,0,0,0,0,0,0,0,109737,169313,0,0,1375,1216,20122,20439,101113,108931,0,0,2972,3842,51237,67361,646,5976,0,0,150591,1912,81268,1644,1453,583,2,0,0,63424,7017,1388,4461,0,62778,0,"matched (3)"
303,"GRONAU","HIL",23.52,32.98,20.08,27.8,0,0,0,0,0,0,0,0,20.64,31.83,0,0,15,18,18.26,19.11,22.83,27.87,0,0,13.39,15.46,21.61,28.51,12.05,18.73,0,22,124.82,0,297,160,130,150,17.5,0,0,41.27,42.82,30.05,27.08,0,33.19,0,48397,67863,3247,4495,0,0,0,0,0,0,0,0,54591,84187,0,0,36,43,6902,7224,45617,55687,0,0,876,1011,24990,33240,664,2459,0,66,118616,0,24740,176,299,300,91,0,0,25773,3862,2518,2231,0,32380,0,"matched (3)"
304,"ALFELD","HIL",20.1,27.92,14.67,21.16,0,0,0,0,0,0,0,0,15.81,27.24,0,0,14.83,17.33,14.67,15.15,17.44,21.88,0,0,10.36,12.63,17.77,22.47,10.24,20.68,0,0,91.22,0,237.8,94.43,107.88,268.05,22,0,0,37.48,34.36,21.52,18.67,0,30.72,0,36445,50625,1983,2861,0,0,0,0,0,0,0,0,44556,76768,0,0,148,173,4379,4522,47107,59100,0,0,1161,1416,25994,32869,655,3431,0,0,88319,2180,51579,708,701,858,350,0,0,31060,3814,7487,1049,0,44019,0,"matched (3)"
305,"GOSLAR","HIL",24.2,31.39,17.61,23.88,0,0,0,0,0,0,0,0,18.91,30.18,14.1,33.3,18.5,19.5,18.66,18.46,23.05,24.51,0,0,12.41,16.97,17.62,21.15,11.88,20.77,0,0,94.4,0,263.82,153.99,129.67,151.95,20.32,0,8.9,39.4,41.07,22.61,25.45,0,35.61,0,92855,120443,8296,11250,0,0,0,0,0,0,0,0,74205,118429,73,173,117,123,26833,26545,98096,104310,0,0,9356,12794,24561,29650,963,10109,0,0,159838,3814,50258,2387,752,745,498,0,23,48868,12075,3168,4777,0,87358,0,"matched (3)"
306,"OSTERODE AM HARZ","HIL",15.64,23.68,12.11,18,0,0,0,0,0,0,0,0,13.49,24.1,0,0,0,0,14.32,14.05,14.35,17.72,0,0,9.02,11.02,11.89,15.97,5.78,9.4,8,11,73.27,0,138.53,50.07,84.38,51.21,9.6,5.82,0,37.29,36.09,20.01,25.8,0,28.72,0,26984,40855,963,1431,0,0,0,0,0,0,0,0,68192,121826,0,0,0,0,14470,14198,65466,80840,0,0,1074,1312,10752,14569,1627,2992,72,388,140539,3414,42750,270,861,1372,439,111,0,51781,4215,1009,1285,0,138606,0,"matched (3)"
307,"DUDERSTADT","HIL",12.05,20.5,9.96,17,0,0,0,0,0,0,0,0,9.42,20.97,0,0,0,0,9.4,8.68,11.04,12.48,0,0,5.31,7.34,8.16,10.88,5.85,8.3,8.5,5.8,76.67,0,111.93,39,100,81.23,12,0,0,28.55,34.43,0,10,2.1,21.27,0,10632,18087,390,666,0,0,0,0,0,0,0,0,40583,90343,0,0,0,0,5185,4788,43219,48857,0,0,1109,1533,2058,2744,1208,1789,1,1,128629,1303,41403,343,120,6312,97,0,0,25509,472,0,24,11,40213,0,"matched (3)"
308,"GOTTINGEN","HIL",22,24,16,20,0,0,0,0,0,0,0,0,20,24,0,0,0,0,24,20,26,22,0,0,16,12,16,18,0,0,0,0,120,0,0,0,0,0,0,0,0,48,48,36,0,0,36,0,5500,6000,960,1200,0,0,0,0,0,0,0,0,3800,4560,0,0,0,0,1680,1400,4420,3740,0,0,336,252,768,864,0,0,0,0,9960,0,0,0,0,0,0,0,0,1200,1200,900,0,0,4183,0,"matched (3)"
309,"GOTTINGEN","HIL",14.34,24.71,14.06,22.3,0,0,0,0,0,0,0,0,10.12,21.8,0,0,3,3,11.73,15.84,15.23,22.34,0,0,7.58,16.13,12.27,18.17,7.09,11.59,0,0,103.81,0,210.49,50.43,113.91,33.75,11.3,0,0,40.99,33.26,26.62,16.58,0,30.13,0,69961,120553,6198,9830,0,0,0,0,0,0,0,0,45193,97352,0,0,3,3,13711,18515,80073,117455,0,0,1615,3437,18294,27091,1912,3307,0,0,228247,6841,113580,595,1025,334,480,0,0,70937,10909,15059,1966,0,79688,0,"matched (3)"
310,"MUNDEN","HIL",13.58,23.67,12.88,18.98,0,0,0,0,0,0,0,0,11.46,22.17,0,0,13.51,13.47,11.15,13.12,13.69,18.77,0,0,8.94,12.7,11.63,14.46,7.22,10.14,6.8,13.58,96.09,0,152,30,88.75,56,11.2,0,0,36.08,25.5,24.15,30.7,.7,27.25,0,17638,30743,1748,2576,0,0,0,0,0,0,0,0,24179,46776,0,0,120,120,3084,3629,37141,50979,0,0,1047,1487,2923,3634,557,955,19,215,109331,4141,20946,123,408,73,503,0,0,29268,816,7936,568,16,62408,0,"matched (3)"
311,"USLAR","HIL",15.54,23.65,12.04,20.16,0,0,0,0,0,0,0,0,12.41,19.86,10.3,27,20,20,12.25,13.96,15.74,18.98,0,0,7.72,12.13,12.52,17.27,7.94,10.76,7.33,9.9,112.94,0,185.65,56,115.6,77.75,11.92,5.07,0,37.37,24.88,27.25,0,5.1,27.08,0,16124,24539,1316,2203,0,0,0,0,0,0,0,0,30536,48868,4,11,50,50,7319,8341,34850,42024,0,0,1743,2739,6104,8419,468,740,91,123,128514,3354,28572,190,335,451,222,84,0,29448,216,3019,0,5,91327,0,"matched (3)"
312,"EINBECK","HIL",18.27,25.57,15.22,23.28,0,0,0,0,0,0,0,0,14.55,27.44,0,0,13.38,13.65,12.15,14.08,17.73,19.75,0,0,10.4,13.69,16.69,19.05,10.08,14.96,0,0,98.47,0,171.81,74.5,74.83,90.5,12.23,0,0,33.08,28.42,20.95,23.58,1.5,29.66,0,39505,55290,3452,5280,0,0,0,0,0,0,0,0,44980,84828,0,0,2977,3037,5413,6273,45529,50716,0,0,1428,1880,18958,21639,354,580,0,0,115820,3417,39379,275,284,172,388,0,0,25534,4104,1531,165,3,78655,0,"matched (3)"
313,"NORTHEIM","HIL",17.62,29.88,14.26,23.46,0,0,0,0,0,0,0,0,14.68,28.54,0,0,11.5,15,13.79,17.03,15.29,21.34,0,0,10.65,12.39,14.74,18.85,12.45,13.5,0,0,105.28,0,211.77,102.88,76.92,111,14.75,4,0,36.99,35.59,23.84,24,1.6,31.76,0,52948,89789,3715,6111,0,0,0,0,0,0,0,0,58699,114120,0,0,449,585,13895,17159,59743,83382,0,0,1981,2305,18076,23116,1228,1858,0,0,177597,5232,66432,226,115,167,246,10,0,41270,7787,6172,1486,3,79244,0,"matched (3)"
314,"ZELLERFELD","HIL",13.5,15.6,0,0,0,0,0,0,0,0,0,0,13.9,32.15,0,0,0,0,6.1,10.3,9.86,19.24,0,0,3,7,0,0,0,0,0,0,58.16,0,0,10,0,0,0,0,0,24,0,0,4,0,27.37,0,7,8,0,0,0,0,0,0,0,0,0,0,25,58,0,0,0,0,4,6,104,202,0,0,1,1,0,0,0,0,0,0,15360,663,0,1,0,0,0,0,0,12,0,0,12,0,86210,0,"matched (3)"
315,"ILFELD","HIL",15.47,25.46,16.5,23.42,0,0,0,0,0,0,0,0,11.77,23.49,9.23,15.73,0,0,13.51,16.66,15.53,20.06,8,10,10.46,15.08,14.08,19.99,10.36,15,2.8,5.5,73.7,0,160.39,35.57,50.15,73.46,8.67,1,0,32.35,40.3,21.67,0,0,30.55,0,7059,11617,521,740,0,0,0,0,0,0,0,0,20676,41265,837,1427,0,0,10642,13123,22189,28662,16,20,2249,3242,2879,4088,598,1706,4,7,66610,921,24299,64,155,536,608,1,0,12458,9023,1552,0,0,49146,0,"matched (3)"
316,"CELLE","LUN",15,20,0,0,0,0,0,0,0,0,0,0,14,24,10,20,0,0,12,10,18,20,6,12,0,0,0,0,0,0,0,0,130,0,20,80,0,0,8,0,0,0,0,0,0,0,26,0,2,2,0,0,0,0,0,0,0,0,0,0,2125,3643,35,70,0,0,41,34,1883,2092,217,434,0,0,0,0,0,0,0,0,14716,0,32,48,0,0,2,0,0,0,0,0,0,0,9984,0,"matched (3)"
317,"CELLE","LUN",6.53,10.34,6.13,9.81,0,0,0,0,0,0,0,0,7.52,13.64,5.22,9.1,0,0,5.7,7.07,8.27,10.64,6.12,6.13,6.52,7.07,5.63,6.56,4.5,8,4.83,8.68,67.24,0,47.14,36.25,34.44,64.82,4.83,3.33,0,19.63,0,0,12.36,0,18.94,0,297,466,174,279,0,0,0,0,0,0,0,0,76684,128793,1635,2878,0,0,672,834,30194,38863,25657,25699,499,541,21,25,24,77,585,1380,185340,975,6397,1620,13521,7098,164,26,0,7638,0,0,1670,0,279392,0,"matched (3)"
318,"GIFHORN","LUN",13.67,18.36,12.92,15.67,0,0,0,0,0,0,0,0,10.05,16.19,7.16,12.04,6.5,5.5,10.75,10.19,11.1,12.09,4.87,5.37,8.33,10.07,10.16,11.22,8.04,8.06,5.15,8.13,87.13,0,129.06,66.24,72.43,98.17,6.1,4.67,0,24.32,20.36,20.25,12.72,2,21.83,0,21977,29517,1187,1440,0,0,0,0,0,0,0,0,100207,161427,1149,1932,20,17,5758,5458,40095,43717,5653,6390,5776,6587,4186,4623,1302,1305,1298,2576,273832,4008,19359,1590,13986,21538,342,49,0,21830,998,184,2407,6,253917,0,"matched (3)"
319,"BURGDORF","LUN",10.1,14.88,6.09,9.05,0,0,0,0,0,0,0,0,8.45,13.23,4.65,7.28,10.61,11.32,7.37,7.88,7.48,8.85,4.88,5.01,5.66,6.52,7.81,9.83,6.55,15.08,4.35,6.89,68.81,0,73.26,44.56,47.98,33.88,3.68,2.4,0,16.21,24.71,15.1,14.27,0,16.03,0,13053,19231,496,738,0,0,0,0,0,0,0,0,101913,159563,886,1388,2878,3071,5390,5688,31955,37887,14243,14622,2237,2577,8213,10390,86,624,1961,3114,218465,3262,15187,1702,10205,630,38,5,0,8564,2651,300,4588,0,235494,0,"matched (3)"
320,"ISENHAGEN","LUN",7.61,12.13,4.65,7.81,0,0,0,0,0,0,0,0,7.36,10.92,6.75,14,0,0,6.04,6.04,6.61,8.29,4.76,4.94,5.2,5.52,14.5,20,5.38,8.53,3.56,9.73,68.63,0,82.73,40.45,30.65,68.25,4.78,2.37,0,15.19,0,0,11.37,2.05,14.04,0,377,600,82,138,0,0,0,0,0,0,0,0,49212,73015,19,39,0,0,233,233,18959,23777,12626,13166,653,693,22,30,24,219,88,2097,121104,3713,3839,1509,2213,21451,57,23,0,9111,0,0,3051,3,97690,0,"matched (3)"
321,"FALLINGBOSTEL","LUN",8.73,14.57,6.95,11.24,0,0,0,0,0,0,0,0,9.75,15.82,5.19,9.82,7,5,7.31,8.24,9.76,12.39,6.83,7.66,7.61,8.91,7.83,11.7,5.21,8.7,5.58,9.44,89.85,0,55.29,49.1,32.93,72.13,5.37,4.17,0,17.62,0,0,10.16,1,21.77,0,1045,1744,2022,3270,0,0,0,0,0,0,0,0,92242,159670,1422,2900,11,8,2268,2556,38868,49369,15630,17530,2106,2465,122,183,107,179,945,2446,208218,1159,7260,4650,31593,7328,451,35,0,11065,0,0,5168,12,218460,0,"matched (3)"
322,"SOLTAU","LUN",8.06,12.94,5.39,7.71,0,0,0,0,0,0,0,0,7.01,10.28,4.71,7.6,0,0,5.22,6.46,6.93,8.35,5.72,6.02,6.09,6.17,15,14,4,8,7.08,11.62,73.28,0,70.89,41.93,48.26,76.25,3.56,3.55,0,15.86,0,0,10.46,0,21.24,0,114,184,326,466,0,0,0,0,0,0,0,0,41180,60390,1252,2210,0,0,191,258,15239,18458,11940,12566,781,791,29,27,8,16,607,996,97796,81,3467,1971,14985,4293,95,75,0,4463,0,0,3702,0,78781,0,"matched (3)"
323,"ULZEN","LUN",6.82,9.34,5.28,7.2,0,0,0,0,0,0,0,0,8.21,11.68,5.62,8.29,8,8,5.44,5.87,8.46,9.17,4.99,5.61,6.24,7.02,8.81,9.09,4.66,8.44,4.76,6.93,71.09,0,62.22,45.87,55.56,74.91,6.58,3.27,5,16.66,0,0,10.26,.6,19.08,0,3983,5455,1318,1798,0,0,0,0,0,0,0,0,155887,221773,2217,2821,13,13,425,459,70290,76207,14613,16428,8395,9444,1193,1240,538,1512,4041,6249,375668,3441,19749,7289,43709,74011,284,44,1,51743,0,0,17452,22,155164,0,"matched (3)"
324,"LUCHOW","LUN",7.84,13.36,4.66,7.77,0,0,0,0,0,0,0,0,7.89,14.81,4.89,8.21,5,7,6.28,7.2,7.49,9.47,3.26,4.28,4.4,6.5,6.09,7.44,4.55,6.7,4.06,7.58,64.16,0,51.89,38.1,38.83,55.29,4.3,3.5,2.81,16.04,0,0,12.49,1.7,26.35,0,12737,21705,408,680,0,0,0,0,0,0,0,0,87568,164370,652,1152,65,91,2460,2820,29048,36869,1707,2244,930,1373,905,1106,253,379,862,1608,209668,500,17824,1322,7611,14740,71,4,161,9523,0,0,8800,11,313416,0,"matched (3)"
325,"DANNENBERG","LUN",6.1,10.24,3.77,6.16,0,0,0,0,0,0,0,0,6.19,10.67,3.78,6.87,0,0,4.57,5.99,5.44,7.28,3.35,4.35,3.7,5.33,5.47,8.36,4.02,6.33,3.41,4.67,63.61,0,40.13,31.94,26.34,33.82,4.67,6,3.44,12.9,0,0,8.89,1.9,13.9,0,3204,5379,250,408,0,0,0,0,0,0,0,0,34633,59699,410,745,0,0,714,936,7389,9888,1365,1772,945,1376,847,1324,90,183,612,859,82731,114,4394,1182,2766,1329,185,85,528,3044,0,0,2975,1,66025,0,"matched (3)"
326,"BLECKEDE","LUN",10.41,8.71,6.24,10.45,0,0,0,0,0,0,0,0,10.47,16.17,6.64,12.5,6,10,8.54,10.15,9.56,11.36,5.36,7.5,7.19,8.89,9.25,11.59,5.87,8.91,5.39,8.94,79.09,0,93.5,53.28,76.98,127.47,9.78,0,0,24.21,0,0,17.31,2.55,24.07,0,23318,19602,467,783,0,0,0,0,0,0,0,0,75233,116191,627,1180,109,181,3162,3759,29539,35101,3015,4219,5234,6472,7372,9217,986,1497,722,1197,188076,2009,21757,4481,21601,10542,1173,0,0,28093,0,0,26711,13,169660,0,"matched (3)"
327,"LUNEBURG","LUN",14,12,9,10,0,0,0,0,0,0,0,0,16,16,8,9,0,0,16,10,16,10,4.8,6,12,7,16,8,0,0,7,12,80,0,120,90,0,0,0,0,0,18,0,0,25,0,27,0,301,258,72,80,0,0,0,0,0,0,0,0,4886,4886,493,554,0,0,568,355,1693,1058,34,42,197,115,48,24,0,0,25,43,23960,0,1632,270,0,0,0,0,0,333,0,0,540,0,4911,0,"matched (3)"
328,"LUNEBURG","LUN",9.07,12.82,7.3,10.73,0,0,0,0,0,0,0,0,9.15,13.17,6.61,9.26,5,3,16.63,9.46,9.58,10.38,6.2,6.81,7.67,8.72,11.14,11.76,7.82,9.58,8.14,10.28,86.07,0,94.15,77.33,75.83,166.06,5,1.85,0,22.99,41.5,0,19.78,0,28.18,0,5171,7309,440,647,0,0,0,0,0,0,0,0,74389,107287,1582,2365,4,2,2692,1532,32826,35598,7861,8634,5993,6813,3593,3793,482,635,643,1459,193769,8013,21523,8723,27898,21704,99,21,0,20771,79,0,24120,0,155235,0,"matched (3)"
329,"WINSEN","LUN",10.18,16.44,8.72,12.26,0,0,0,0,0,0,0,0,11.59,16.57,6.96,10.7,0,0,10.42,9.98,11.81,15.26,8.19,9.97,10.46,11.33,11.38,13.03,10,10.5,8.42,14,108.36,0,136.6,109.93,44.7,165.34,8.63,3,0,34.23,0,0,25.18,0,30.39,0,2585,4174,753,1058,0,0,0,0,0,0,0,0,78024,111549,2032,3124,0,0,478,468,39755,51451,13473,16400,4585,4966,2501,2864,36,48,317,697,196641,19104,25134,10454,12655,75080,168,32,0,12084,0,0,20841,0,236337,0,"matched (3)"
330,"HARBURG","LUN",0,0,0,0,0,0,0,0,0,0,0,0,12.5,29.5,0,0,0,0,0,0,10.7,23,0,0,5.5,12,0,0,0,0,0,0,105.5,0,0,0,65,0,0,0,0,25.5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,244,574,0,0,0,0,0,0,32,69,0,0,6,12,0,0,0,0,0,0,5831,0,0,0,65,0,0,0,0,38,0,0,0,0,720,0,"matched (3)"
331,"HARBURG","LUN",11,21.27,7.7,12.9,0,0,0,0,0,0,0,0,8.95,18.38,5.07,9.07,0,0,7.21,10.57,10.03,14.26,7.02,8.25,8.19,9.54,12.88,16.56,7.13,21.25,5.3,7.5,92.17,0,71.86,41.85,94.49,131.15,1.3,0,0,28.74,0,0,14.57,0,26.51,0,1894,3663,484,817,0,0,0,0,0,0,0,0,74963,153945,106,439,0,0,294,431,58313,83934,6744,7926,2509,2923,1231,1581,111,1320,74,105,210396,6470,10808,883,42399,50270,1,0,0,26061,0,0,12963,0,154344,0,"matched (3)"
332,"JORK","STA",13.32,21.77,0,0,0,0,0,0,0,0,0,0,13.69,21.92,0,0,15,24.25,10.58,11.07,15.85,19.86,0,0,8.25,6.25,13.23,16.07,0,0,0,0,95.8,0,113.61,45,119.2,99.67,0,0,0,35.51,0,0,24.33,1,35.95,0,21329,34860,0,0,0,0,0,0,0,0,0,0,20673,33101,0,0,285,461,720,759,29148,36563,0,0,45,34,6149,7469,0,0,0,0,75069,3152,19359,189,7843,1196,0,0,0,9069,0,0,2681,13,39394,0,"matched (3)"
