kreiskey1888,county,rb,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_sco,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_pro_cla,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_sco,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_cat_cla,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_sco,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_ocr_cla,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_sco,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_jew_cla,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_sco,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup,edu1886_mix_cla,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
259,"SAALKREIS","MER",5740,5875,11615,14834,95,6,10,83,0,0,163,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,90,170,1,206,14886,14834,36,6,10,1,1,0,1,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"HALLE","MER",117,86,203,9786,308,10,33,4,1,0,134,3,0,0,23,2,0,0,0,0,0,0,2,0,0,0,4,157,2,166,9862,9786,33,10,33,1,5,0,5,275,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"DELITZSCH","MER",3946,4003,7949,10497,72,0,0,71,1,0,137,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,96,140,1,176,10502,10497,5,0,0,2,2,0,2,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"MANSFELDER GEBIRGSKR","MER",4319,4338,8657,10420,59,0,7,61,0,0,108,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,54,111,0,148,10456,10420,29,0,7,1,1,0,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"MANSFELDER SEEKREIS","MER",6243,6180,12423,15337,680,11,2,81,5,0,175,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,76,178,1,221,15427,15337,77,11,2,5,7,0,10,603,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"SANGERHAUSEN","MER",5600,5413,11013,12813,55,3,0,96,1,0,163,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,75,164,1,198,12845,12813,29,3,0,1,1,0,1,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"ECKARTSBERGA","MER",3377,3357,6734,7366,8,0,0,92,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,118,0,131,7374,7366,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"QUERFURT","MER",4392,4546,8938,10930,15,1,5,102,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,156,0,181,10951,10930,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"MERSEBURG","MER",5298,5435,10733,12490,77,2,0,92,1,0,165,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100,165,3,188,12535,12490,43,2,0,1,1,0,1,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"WEISSENFELS","MER",5586,5546,11132,15321,136,0,8,85,1,0,185,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,97,189,0,214,15362,15321,33,0,8,1,2,0,2,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"NAUMBURG","MER",1084,1097,2181,3567,15,0,0,28,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,51,0,61,3568,3567,1,0,0,1,1,0,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"ZEITZ","MER",2699,2891,5590,9040,35,9,1,41,0,0,113,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,51,118,2,156,9055,9040,5,9,1,1,1,0,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"NORDHAUSEN","ERF",127,143,270,2704,199,14,7,0,1,0,39,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,43,0,43,2730,2704,5,14,7,1,3,0,3,194,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"NORDHAUSEN","ERF",3819,3684,7503,8270,166,0,7,66,3,0,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,93,0,139,8309,8269,33,0,7,3,3,0,4,134,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"WORBIS","ERF",4235,4120,8355,1833,6667,0,0,22,37,0,26,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,34,1832,1812,20,0,0,35,71,0,97,6668,21,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"HEILIGENSTADT","ERF",3543,3553,7096,560,7113,0,11,9,63,0,11,84,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,11,0,12,559,550,4,0,5,62,91,0,105,7125,10,7109,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"MUHLHAUSEN","ERF",3816,3932,7748,6562,3241,0,0,43,19,0,87,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,88,1,99,6560,6551,9,0,0,18,35,0,48,3243,11,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"LANGENSALZA","ERF",2317,2322,4639,6607,44,0,0,61,1,0,96,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,43,97,4,109,6609,6607,2,0,0,1,1,0,1,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"WEISSENSEE","ERF",1832,1628,3460,4942,74,0,0,45,0,0,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,68,0,78,4947,4942,5,0,0,1,1,0,1,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"ERFURT","ERF",293,276,569,6185,1257,24,17,1,0,0,85,22,0,0,14,1,0,0,3,0,0,0,0,0,0,0,4,99,3,103,6259,6185,33,24,17,1,23,0,23,1224,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"ERFURT","ERF",1840,1765,3605,4391,613,7,0,44,5,0,60,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,60,1,66,4390,4373,10,7,0,5,8,0,11,621,18,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"ZIEGENRUCK","ERF",1361,1288,2649,3025,7,0,0,31,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,0,46,3032,3025,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"SCHLEUSINGEN","ERF",2927,3039,5966,8362,23,0,15,38,0,0,88,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,93,0,109,8400,8362,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"HADERSLEBEN","SCH",4399,4133,8532,9499,2,61,0,62,0,0,166,0,6,0,20,0,2,0,7,0,0,0,1,0,0,0,117,186,5,190,9450,9427,2,21,0,0,0,0,0,0,0,0,0,0,2,8,3,8,112,72,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"APENRADE","SCH",2100,1916,4016,4807,0,11,1,19,0,0,85,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54,88,0,91,4819,4807,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"SONDERBURG","SCH",2049,1910,3959,5081,3,1,0,26,0,0,78,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,45,86,0,87,5085,5081,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"FLENSBURG","SCH",4240,3778,8018,12267,96,30,1,25,0,0,218,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,90,218,2,220,12312,12267,14,30,1,2,2,0,2,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"SCHLESWIG","SCH",4371,3808,8179,10846,66,73,20,36,1,0,181,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,94,187,0,192,10940,10846,9,65,20,2,2,0,2,57,0,57,0,0,1,1,0,1,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,"ECKERNFORDE","SCH",3420,2908,6328,7277,8,6,0,20,0,0,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,120,0,127,7291,7277,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"EIDERSTEDT","SCH",1171,1033,2204,3367,2,1,0,29,0,0,61,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,64,0,64,3370,3367,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"HUSUM","SCH",2991,2727,5718,7200,75,0,0,26,1,0,130,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,78,132,0,132,7211,7200,11,0,0,1,2,0,2,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,"TONDERN","SCH",5086,4466,9552,10017,0,5,2,69,0,0,199,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,143,203,0,206,10024,10017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"OLDENBURG","SCH",3530,3006,6536,8908,3,3,3,24,0,0,147,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,97,157,1,157,8917,8908,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"PLON","SCH",3758,3321,7079,11342,27,4,3,17,0,0,179,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,111,188,0,197,11376,11342,27,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"KIEL","SCH",37,29,66,7223,191,20,33,0,1,0,123,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,15,126,2,130,7290,7223,14,20,33,1,3,0,3,177,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"KIEL","SCH",3073,2682,5755,8539,57,2,0,6,1,0,135,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,80,146,0,152,8560,8539,19,2,0,1,1,0,1,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,"RENDSBURG","SCH",4257,3785,8042,9639,47,1,14,21,0,0,154,0,0,1,6,1,0,0,1,1,0,0,0,0,0,0,106,160,1,162,9657,9639,15,1,2,1,1,1,1,32,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"NORDERDITHMARSCHEN","SCH",2763,2461,5224,7244,19,0,0,27,0,0,126,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,75,131,4,135,7263,7244,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"SUDERDITHMARSCHEN","SCH",3612,2974,6586,8193,0,0,0,18,0,0,151,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,82,157,0,157,8193,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,"STEINBURG","SCH",3973,3800,7773,10862,24,5,2,28,0,0,176,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,94,181,1,189,10893,10862,24,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"SEGEBERG","SCH",3794,3280,7074,7960,11,5,10,15,0,0,141,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,104,144,0,149,7986,7960,11,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"STORMARN","SCH",4759,4321,9080,12848,98,6,62,20,0,1,189,0,0,1,16,0,0,0,2,0,0,0,0,0,0,0,115,205,2,212,12961,12848,98,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"PINNEBERG","SCH",4725,4146,8871,12971,23,24,5,15,0,1,183,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,89,191,0,197,13018,12971,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"ALTONA","SCH",24,22,46,16223,483,23,174,1,1,0,173,3,0,4,50,3,0,3,0,0,0,2,0,0,0,0,19,223,0,224,16302,16223,44,23,12,1,6,0,6,439,0,439,0,0,0,0,0,0,0,0,0,0,0,1,7,2,7,162,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"LAUENBURG","SCH",3724,3679,7403,8353,11,5,0,33,0,0,141,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,105,143,0,144,8369,8353,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"DIEPHOLZ","HAN",1980,1871,3851,3956,5,1,25,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,0,60,3987,3956,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"SYKE","HAN",3454,3361,6815,5995,797,0,23,17,0,1,78,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,78,0,91,6030,5995,12,0,23,6,8,0,11,785,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"HOYA","HAN",2387,2334,4721,4673,14,0,34,21,0,1,66,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,48,67,0,77,4708,4673,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"NIENBURG","HAN",1889,1814,3703,4300,71,2,16,24,1,1,51,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,35,53,0,60,4316,4300,3,2,11,1,1,0,1,68,0,68,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"STOLZENAU","HAN",2682,2642,5324,5269,5,2,48,35,0,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,76,5298,5269,5,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"SULINGEN","HAN",1687,1646,3333,3327,3,0,3,17,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,0,53,3333,3327,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"NEUSTADT","HAN",2732,2462,5194,5338,18,0,31,42,0,2,71,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,54,71,0,89,5348,5338,6,0,4,1,1,0,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"HANNOVER","HAN",307,292,599,12891,1282,40,63,0,1,0,188,10,0,0,11,7,0,0,0,0,0,0,0,0,0,0,14,199,0,199,13081,12891,87,40,63,2,17,0,17,1195,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"HANNOVER","HAN",2490,2360,4850,4826,13,7,4,29,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,58,0,75,4850,4826,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"LINDEN (Wennigsen)","HAN",115,123,238,3402,650,0,0,2,1,0,49,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,49,0,49,3402,3402,0,0,0,1,8,0,8,650,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"LINDEN (Wennigsen)","HAN",3027,3022,6049,6334,17,0,18,42,0,1,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,79,0,89,6357,6334,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"SPRINGE","HAN",2419,2397,4816,5302,16,0,35,41,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,70,0,85,5343,5302,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"HAMELN","HAN",3320,3259,6579,7628,110,0,11,68,1,0,101,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,68,102,1,121,7646,7628,7,0,11,1,2,0,3,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"PEINE","HIL",2383,2354,4737,5203,295,0,0,50,3,0,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,73,0,94,5212,5203,9,0,0,3,4,0,6,286,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"HILDESHEIM","HIL",448,486,934,1926,1285,0,38,1,3,2,34,7,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,34,0,33,1926,1926,0,0,0,2,16,0,16,1285,0,1285,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"HILDESHEIM","HIL",1860,1765,3625,1664,2089,0,27,21,23,2,22,25,0,2,0,1,0,0,0,0,0,0,0,0,0,0,17,22,0,26,1623,1622,1,0,0,23,26,0,28,2119,33,2086,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,38,9,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"MARIENBURG","HIL",3085,2989,6074,4794,1784,2,5,53,28,0,61,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,61,0,81,4800,4780,18,2,0,31,35,0,35,1785,14,1766,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"GRONAU","HIL",1588,1737,3325,3260,195,0,5,29,3,0,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,0,55,3277,3260,12,0,5,5,5,0,5,183,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"ALFELD","HIL",1982,1941,3923,3545,373,0,5,40,3,0,51,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,51,0,58,3549,3545,1,0,3,6,7,0,8,374,0,372,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"GOSLAR","HIL",2554,2645,5199,5293,941,0,1,42,14,0,63,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,66,0,83,5306,5286,19,0,1,13,14,0,16,929,7,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"OSTERODE AM HARZ","HIL",2697,2753,5450,6857,91,3,5,40,2,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,0,97,6875,6857,10,3,5,2,2,0,2,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"DUDERSTADT","HIL",1307,1311,2618,186,4220,0,24,3,37,1,5,42,0,1,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,5,185,184,0,0,1,35,54,0,57,4222,2,4220,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"GOTTINGEN","HIL",400,398,798,1408,211,0,1,2,1,0,24,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,24,1,27,1410,1408,1,0,1,1,3,0,3,210,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"GOTTINGEN","HIL",3007,2879,5886,6003,22,0,11,66,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,76,0,96,6036,6003,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"MUNDEN","HIL",1735,1669,3404,3613,78,1,32,38,1,2,52,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,36,52,2,62,3625,3613,4,1,7,1,1,0,1,74,0,74,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"USLAR","HIL",1748,1688,3436,3388,5,3,40,29,0,1,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,42,0,55,3402,3388,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"EINBECK","HIL",1907,2000,3907,4137,55,11,8,35,2,0,49,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,49,1,62,4156,4137,0,11,8,2,2,0,2,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,"NORTHEIM","HIL",2187,2179,4366,4305,179,0,17,46,2,1,59,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45,59,1,71,4332,4305,18,0,9,3,3,0,3,161,0,161,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"ZELLERFELD","HIL",1072,1093,2165,4738,47,0,0,21,0,0,55,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,14,56,1,64,4754,4738,16,0,0,1,1,0,1,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"ILFELD","HIL",1137,1196,2333,2842,23,0,1,28,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,43,2866,2842,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
