kreiskey1888,county,rb,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup
1,"MEMEL","KON",4,0,0,80,5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,84,1,4,0,0,0,0,0,6,5,1,0,0,0
2,"FISCHHAUSEN","KON",15,0,0,110,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,112,3,0,0,0,0,0,0,0,0,0,0,0,0
3,"KONIGSBERG","KON",2,1,0,169,2,0,0,54,2,0,0,0,0,0,0,0,0,0,0,223,0,4,0,0,0,0,0,0,0,0,0,0,0
4,"KONIGSBERG","KON",19,0,0,123,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0
5,"LABIAU","KON",7,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"WEHLAU","KON",12,0,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"GERDAUEN","KON",14,0,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"RASTENBURG","KON",14,1,0,103,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,0,2,0,0,0,0,0,0,0,0,0,0,0
9,"FRIEDLAND","KON",15,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"PREUSSISCH EYLAU","KON",23,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"HEILIGENBEIL","KON",18,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"BRAUNSBERG","KON",5,27,0,11,112,0,0,2,14,0,0,2,0,0,0,0,0,0,0,12,0,120,2,0,0,0,0,7,1,6,0,0,0
13,"HEILSBERG","KON",2,23,0,10,123,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,134,0,0,0,0,0,2,1,1,0,0,0
14,"ROSSEL","KON",4,15,0,14,106,0,0,1,7,0,0,5,1,0,0,0,0,0,0,14,2,112,4,0,0,0,0,2,1,1,0,0,0
15,"ALLENSTEIN","KON",2,21,0,7,143,0,0,0,9,0,0,13,0,0,0,0,0,0,0,3,0,136,13,0,0,0,0,20,4,16,0,0,0
16,"ORTELSBURG","KON",16,3,0,167,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,167,2,7,0,0,0,0,0,2,1,1,0,0,0
17,"NEIDENBURG","KON",20,5,0,132,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,132,1,8,0,0,0,0,0,0,0,0,0,0,0
18,"OSTERODE","KON",28,0,0,171,6,0,0,1,0,0,0,0,3,0,0,0,0,0,0,164,3,3,0,0,0,0,0,11,8,3,0,0,0
19,"MOHRUNGEN","KON",22,1,0,143,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,146,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"PREUSSISCH HOLLAND","KON",26,2,0,124,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,0,1,0,0,0,0,0,7,6,1,0,0,1
21,"HEYDEKRUG","GUM",8,2,0,84,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,86,0,2,0,0,0,0,0,0,0,0,0,0,0
22,"NIEDERUNG","GUM",7,0,0,97,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"TILSIT","GUM",6,1,0,106,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0
24,"RAGNIT","GUM",8,0,0,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PILLKALLEN","GUM",8,0,0,109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"STALLUPONEN","GUM",6,0,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"GUMBINNEN","GUM",7,0,0,109,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"INSTERBURG","GUM",13,0,0,136,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0
29,"DARKEHMEN","GUM",9,0,0,86,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"ANGERBURG","GUM",7,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"GOLDAP","GUM",7,0,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"OLETZKO","GUM",4,0,0,109,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0
33,"LYCK","GUM",8,0,0,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"LOTZEN","GUM",9,0,0,97,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,97,2,0,0,0,0,0,0,2,1,1,0,0,0
35,"SENSBURG","GUM",9,0,0,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,6,4,2,0,0,0
36,"JOHANNISBURG","GUM",10,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"ELBING","DAN",3,1,0,55,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,0,5,0,0,0,0,0,31,26,5,0,0,0
38,"ELBING","DAN",10,3,0,80,12,0,0,1,4,0,0,0,4,0,0,0,0,0,0,81,4,16,0,0,0,0,0,0,0,0,0,0,0
39,"MARIENBURG","DAN",29,13,0,112,39,1,0,3,1,0,0,1,30,0,0,0,0,0,0,110,30,34,1,0,0,0,0,12,6,6,0,0,0
40,"DANZIG","DAN",0,0,0,70,44,0,1,58,22,0,1,0,0,0,0,2,1,0,0,5,1,4,1,0,0,0,0,187,123,62,0,2,1
41,"DANZIG NIEDERUNG","DAN",18,3,0,73,4,0,0,1,0,0,0,0,17,0,0,0,0,0,0,71,17,2,0,0,0,0,0,5,3,2,0,0,0
42,"DANZIG HOHE","DAN",7,5,0,48,35,0,0,3,3,0,0,6,22,0,0,0,0,0,0,42,22,28,6,0,0,0,0,19,9,10,0,0,0
43,"DIRSCHAU","DAN",4,6,0,37,42,0,0,3,2,0,0,10,14,0,0,0,0,0,0,24,14,27,9,0,0,0,0,33,16,17,0,0,1
44,"PREUSSISCH STARGARD","DAN",2,4,0,32,73,0,1,3,2,0,0,2,4,0,0,0,0,0,0,20,3,59,2,0,0,0,0,32,15,16,0,1,1
45,"BERENT","DAN",5,2,0,57,51,0,0,0,0,0,0,6,11,0,1,0,0,0,0,45,11,40,6,0,0,0,0,23,12,11,0,0,1
46,"KARTHAUS","DAN",6,6,0,42,72,0,0,1,1,0,0,17,11,0,0,0,0,0,0,32,11,59,17,0,0,0,0,25,11,14,0,0,0
47,"NEUSTADT","DAN",6,6,0,30,54,0,0,1,2,0,0,0,7,0,0,0,0,0,0,18,6,42,1,0,0,0,0,27,13,14,0,0,0
48,"PUTZIG","DAN",2,6,0,14,47,0,0,0,1,0,0,7,0,0,0,0,0,0,0,13,0,47,7,0,0,0,0,2,1,1,0,0,0
49,"STUHM","MAR",7,7,0,43,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,44,0,0,0,0,0,13,7,6,0,0,0
50,"MARIENWERDER","MAR",9,11,0,91,45,0,0,4,0,0,0,6,23,0,0,0,0,0,0,79,23,36,6,0,0,0,0,25,16,9,0,0,0
51,"ROSENBERG","MAR",20,3,0,112,6,0,0,1,0,0,0,0,3,0,0,0,0,0,0,110,3,4,0,0,0,0,0,5,3,2,0,0,0
52,"LOBAU","MAR",0,2,0,18,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,91,0,0,0,0,0,16,6,7,0,3,0
53,"STRASBURG","MAR",0,3,0,30,65,0,1,1,0,0,0,6,7,0,0,0,0,0,0,17,6,50,7,0,0,0,0,30,14,15,0,1,0
54,"BRIESEN","MAR",4,6,0,31,46,0,4,0,0,0,0,9,5,0,0,0,0,0,0,30,5,43,9,0,0,4,0,4,2,2,0,0,0
55,"THORN","MAR",4,7,1,51,67,0,4,8,0,1,0,6,6,0,0,0,0,0,0,33,7,44,5,0,0,3,0,51,26,24,0,1,0
56,"KULM","MAR",5,2,0,49,39,0,0,3,2,0,0,3,15,0,0,0,0,0,0,34,14,28,4,0,0,0,0,31,14,17,0,0,0
57,"GRAUDENZ","MAR",3,1,0,83,38,0,0,7,1,0,0,5,8,0,0,0,0,0,0,61,8,19,5,0,0,0,0,49,28,21,0,0,0
58,"SCHWETZ","MAR",6,2,0,90,68,1,1,1,1,0,0,5,12,0,0,0,0,0,0,73,12,48,3,1,0,0,0,40,19,20,0,1,3
59,"TUCHEL","MAR",1,2,0,19,47,0,2,0,0,0,0,19,7,0,0,0,0,0,0,9,7,35,19,0,0,0,0,24,10,12,0,2,0
60,"KONITZ","MAR",2,2,0,28,92,0,0,0,1,0,0,3,5,0,0,0,0,0,0,7,5,72,3,0,0,0,0,42,20,22,0,0,0
61,"SCHLOCHAU","MAR",13,7,0,94,64,0,2,1,0,0,0,10,8,0,0,0,0,0,0,63,10,34,8,0,0,1,0,63,36,26,0,1,0
62,"FLATOW","MAR",20,5,0,107,52,0,3,3,0,0,0,0,0,0,0,0,0,0,0,88,0,34,0,0,0,2,0,41,23,17,0,1,0
63,"DEUTSCH KRONE","MAR",51,33,0,95,55,0,3,0,0,0,0,2,4,0,0,0,0,0,0,92,4,51,2,0,0,3,0,7,3,4,0,0,0
64,"BERLIN","BER",1,0,1,1697,94,3,20,754,56,5,35,57,4,4,7,0,0,0,0,1926,46,150,4,10,4,20,8,558,523,0,0,35,10
65,"PRENZLAU","POT",101,1,0,138,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,149,0,1,0,0,0,0,0,0,0,0,0,0,0
66,"TEMPLIN","POT",81,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"ANGERMUNDE","POT",87,1,0,155,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0,0,0,0,0,0,0,0,0,0,0
68,"OBERBARNIM","POT",85,1,0,187,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,189,0,2,0,0,0,0,0,0,0,0,0,0,0
69,"NIEDERBARNIM","POT",120,1,0,281,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,298,0,3,0,0,0,0,0,0,0,0,0,0,0
70,"CHARLOTTENBURG","POT",0,1,0,44,4,0,0,12,2,0,0,1,0,0,0,0,0,0,0,56,1,6,0,0,0,0,0,0,0,0,0,0,0
71,"TELTOW","POT",96,1,0,291,4,3,0,29,1,0,0,0,1,0,0,0,0,0,0,320,1,5,0,3,0,0,0,0,0,0,0,0,0
72,"BEESKOW-STORKOW","POT",44,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"JUTERBOG-LUCKENWALDE","POT",72,1,0,158,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,159,0,1,0,0,0,0,0,0,0,0,0,0,0
74,"ZAUCH-BELZIG","POT",132,0,0,192,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"POTSDAM","POT",0,0,0,59,4,0,0,15,3,0,0,5,0,0,0,4,0,0,0,74,9,7,0,0,0,0,0,0,0,0,0,0,0
76,"SPANDAU","POT",0,0,0,41,4,0,0,13,1,0,0,0,0,0,0,0,0,0,0,54,0,5,0,0,0,0,0,0,0,0,0,0,0
77,"OSTHAVELLAND","POT",84,1,0,137,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,0,2,0,0,0,0,0,0,0,0,0,0,0
78,"BRANDENBURG","POT",0,1,0,36,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0
79,"WESTHAVELLAND","POT",80,0,0,132,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"RUPPIN","POT",121,1,0,203,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,206,0,1,0,0,0,0,0,0,0,0,0,0,0
81,"OSTPRIGNITZ","POT",126,0,0,175,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"WESTPRIGNITZ","POT",104,1,0,187,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,190,3,2,0,0,0,0,0,0,0,0,0,0,0
83,"KONIGSBERG","FRA",99,0,0,207,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,213,2,0,0,0,0,0,0,0,0,0,0,0,0
84,"SOLDIN","FRA",65,0,0,110,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"ARNSWALDE","FRA",60,0,0,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"FRIEDEBERG","FRA",66,1,0,130,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,132,0,1,0,0,0,0,0,0,0,0,0,0,0
87,"LANDSBERG","FRA",81,1,0,157,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,161,0,2,0,0,0,0,0,0,0,0,0,0,0
88,"LEBUS","FRA",99,0,0,214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"FRANKFURT","FRA",2,0,0,82,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,95,0,6,0,0,0,0,0,0,0,0,0,0,0
90,"WESTSTERNBERG","FRA",61,0,0,102,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"OSTSTERNBERG","FRA",53,0,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"ZULLICHAU-SCHWIEBUS","FRA",30,9,0,91,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,91,3,13,0,0,0,0,0,0,0,0,0,0,0
93,"KROSSEN","FRA",47,2,0,125,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,129,0,2,0,0,0,0,0,0,0,0,0,0,0
94,"GUBEN","FRA",1,1,0,58,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0
95,"GUBEN","FRA",30,4,0,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,6,0,0,0,0,0,0,0,0,0,0,0
96,"LUBBEN","FRA",29,1,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,0,0,0,0,0,0
97,"LUCKAU","FRA",88,0,0,152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"KALAU","FRA",59,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"KOTTBUS","FRA",0,1,0,35,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,0,0,0
100,"KOTTBUS","FRA",29,0,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"SORAU","FRA",46,2,0,168,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169,0,6,0,0,0,0,0,0,0,0,0,0,0
102,"SPREMBERG","FRA",13,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0
103,"DEMMIN","STE",71,1,0,142,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,145,3,1,0,0,0,0,0,0,0,0,0,0,0
104,"ANKLAM","STE",51,0,0,85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"USEDOM-WOLLIN","STE",29,0,0,111,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,0,0,0,0
106,"UCKERMUNDE","STE",39,3,0,109,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,5,0,0,0,0,0,0,0,0,0,0,0
107,"RANDOW","STE",98,0,0,230,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,233,1,0,0,0,0,0,0,0,0,0,0,0,0
108,"STETTIN","STE",0,0,0,164,3,0,0,34,1,0,0,1,0,0,0,0,0,0,0,198,1,4,0,0,0,0,0,0,0,0,0,0,0
109,"GREIFENHAGEN","STE",76,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"PYRITZ","STE",88,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"SAATZIG","STE",93,1,0,161,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,172,0,1,0,0,0,0,0,0,0,0,0,0,0
112,"NAUGARD","STE",96,1,0,147,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,147,1,2,0,0,0,0,0,0,0,0,0,0,0
113,"KAMMIN","STE",46,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"GREIFENBERG","STE",35,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"REGENWALDE","STE",82,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"SCHIVELBEIN","KOS",29,0,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"DRAMBURG","KOS",51,0,0,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"NEUSTETTIN","KOS",86,0,0,183,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,11,10,1,0,0,0
119,"BELGARD","KOS",35,0,0,121,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0
120,"KOLBERG-KORLIN","KOS",32,1,0,140,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,143,1,1,0,0,0,0,0,0,0,0,0,0,0
121,"KOSLIN","KOS",25,1,0,133,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,135,0,1,0,0,0,0,0,0,0,0,0,0,0
122,"BUBLITZ","KOS",19,0,0,62,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0
123,"SCHLAWE","KOS",57,0,0,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"RUMMELSBURG","KOS",19,0,0,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"STOLP","KOS",36,0,0,260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,260,1,0,0,0,0,0,0,0,0,0,0,0,0
126,"LAUENBURG","KOS",14,0,0,114,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,110,2,0,0,0,0,0,0,6,4,2,0,0,0
127,"BUTOW","KOS",9,2,0,53,9,0,0,0,0,0,0,2,10,0,0,0,0,0,0,44,10,8,2,0,0,0,0,10,9,1,0,0,0
128,"RUGEN","STR",35,0,0,126,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,0
129,"STRALSUND","STR",0,1,0,35,1,0,0,14,0,0,0,0,0,0,0,2,0,0,0,49,2,1,0,0,0,0,0,0,0,0,0,0,0
130,"FRANZBURG","STR",34,0,0,133,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"GREIFSWALD","STR",32,1,0,156,1,0,0,17,0,0,0,1,0,0,0,3,0,0,0,173,4,1,0,0,0,0,0,0,0,0,0,0,0
132,"GRIMMEN","STR",41,0,0,124,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0
133,"WRESCHEN","POS",3,2,0,10,44,0,3,0,0,0,0,4,1,0,0,0,0,0,0,10,1,44,4,0,0,3,0,0,0,0,0,0,0
134,"JAROTSCHIN","POS",4,6,0,14,58,0,4,0,0,0,0,2,0,0,0,0,0,0,0,11,0,53,2,0,0,4,0,8,3,5,0,0,0
135,"SCHRODA","POS",5,5,0,25,71,0,2,0,0,0,0,10,2,0,0,0,0,0,0,25,2,71,10,0,0,2,0,0,0,0,0,0,0
136,"SCHRIMM","POS",7,5,0,25,74,0,4,0,0,0,0,8,6,0,0,0,0,0,0,24,5,73,9,0,0,4,0,2,1,1,0,0,0
137,"POSEN","POS",0,0,0,44,50,0,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,56,53,0,2,0
138,"POSEN OST","POS",2,3,0,16,42,0,2,0,0,0,0,13,3,0,0,0,0,0,0,10,3,29,12,0,0,2,1,19,6,13,0,0,0
139,"POSEN WEST","POS",2,2,0,10,40,0,0,0,0,0,0,17,4,0,0,0,0,0,0,9,4,39,17,0,0,0,0,2,1,1,0,0,0
140,"OBORNIK","POS",9,3,0,53,53,0,4,3,0,0,1,7,10,0,0,0,0,0,0,46,10,42,7,0,0,4,0,22,10,11,0,1,0
141,"SAMTER","POS",7,3,0,34,58,0,6,0,0,0,0,4,5,0,0,0,0,0,0,34,5,58,3,0,0,6,1,0,0,0,0,0,0
142,"BIRNBAUM","POS",4,1,0,35,21,0,2,0,0,0,0,2,7,0,0,0,0,0,0,31,7,18,2,0,0,1,0,8,4,3,0,1,0
143,"SCHWERIN","POS",6,15,0,22,25,0,1,0,0,0,0,8,4,0,0,0,0,0,0,22,3,25,9,0,0,1,0,0,0,0,0,0,0
144,"MESERITZ","POS",23,11,0,56,42,0,1,0,0,0,0,11,19,0,0,0,0,0,0,45,19,37,11,0,0,1,0,16,11,5,0,0,0
145,"NEUTOMISCHEL","POS",12,2,0,32,26,0,1,0,0,0,0,1,3,0,0,0,0,0,0,32,3,26,1,0,0,1,0,11,0,0,0,0,0
146,"GRATZ (Buk)","POS",1,2,0,16,43,0,2,1,0,0,0,2,0,0,0,0,1,0,0,10,0,36,2,0,0,1,0,4,7,7,0,1,1
147,"BOMST","POS",15,8,0,68,53,0,2,1,0,0,0,6,8,0,0,0,0,0,0,68,6,52,6,0,0,2,1,2,1,1,0,0,1
148,"FRAUSTADT","POS",10,14,0,24,36,0,1,0,0,0,0,2,1,0,0,0,0,0,0,24,0,36,3,0,0,1,0,0,0,0,0,0,0
149,"SCHMIEGEL","POS",1,3,0,12,51,0,1,0,0,0,0,1,1,0,0,0,0,0,0,12,1,51,1,0,0,1,0,0,0,0,0,0,0
150,"KOSTEN","POS",2,2,0,11,56,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,1,56,1,0,0,1,0,0,0,0,0,0,0
151,"LISSA","POS",7,9,0,31,37,0,3,0,0,0,0,2,7,0,0,0,0,0,0,30,7,36,2,0,0,3,0,2,1,1,0,0,0
152,"RAWITSCH","POS",10,2,0,36,44,0,1,2,0,0,0,1,7,0,1,0,0,0,0,26,7,37,1,0,0,1,0,19,12,7,0,0,1
153,"GOSTYN (Kröben)","POS",3,2,0,11,60,0,1,0,0,0,0,3,5,0,0,0,0,0,0,4,1,57,7,0,0,0,0,11,7,3,0,1,0
154,"KOSCHMIN","POS",3,0,0,9,38,0,3,0,0,0,0,2,0,0,0,0,0,0,0,9,0,38,2,0,0,3,0,0,0,0,0,0,0
155,"KROTOSCHIN","POS",5,3,0,29,45,0,4,0,0,0,0,4,2,0,0,0,0,0,0,27,2,43,4,0,0,4,0,4,2,2,0,0,0
156,"PLESCHEN","POS",2,1,0,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49,0,0,0,0,0,2,1,1,0,0,0
157,"OSTROWO","POS",1,2,0,9,44,0,4,0,0,0,0,1,0,0,0,0,0,0,0,8,0,43,1,0,0,4,0,2,1,1,0,0,0
158,"ADELNAU","POS",3,1,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,45,0,0,0,0,0,14,5,9,0,0,0
159,"SCHILDBERG","POS",2,4,0,17,47,0,1,0,0,0,0,1,2,0,0,0,0,0,0,13,2,41,1,0,0,1,0,10,4,6,0,0,0
160,"KEMPEN","POS",1,3,0,9,49,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,43,1,0,0,0,0,13,6,6,0,1,0
161,"FILEHNE","BRO",25,2,0,50,21,0,2,0,0,0,0,2,3,0,0,0,0,0,0,50,3,21,2,0,0,2,0,0,0,0,0,0,0
162,"CZARNIKAU","BRO",21,3,0,52,28,0,3,2,0,0,0,7,9,0,0,0,0,0,0,50,10,24,6,0,0,3,0,8,4,4,0,0,0
163,"KOLMAR (Chodziesen)","BRO",13,2,1,87,42,0,7,0,0,0,0,3,11,0,0,0,0,0,0,86,11,41,3,0,0,7,0,2,1,1,0,0,0
164,"WIRSITZ","BRO",15,1,0,74,52,0,5,0,0,0,0,12,22,0,0,0,0,0,0,72,20,50,13,0,0,4,1,5,2,2,0,1,0
165,"BROMBERG","BRO",0,0,0,18,14,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,15,0,1,0
166,"BROMBERG","BRO",9,4,0,78,61,0,2,1,0,0,0,23,18,0,0,0,0,0,0,53,19,45,22,0,0,2,0,42,26,16,0,0,0
