kreiskey1849,county,rb,occ1849_baker_master,occ1849_baker_assi,occ1849_pastrychef_master,occ1849_pastrychef_assi,occ1849_butcher_master,occ1849_butcher_assi,occ1849_soapboiler_master,occ1849_soapboiler_assi,occ1849_tanner_master,occ1849_tanner_assi,occ1849_shoemaker_master,occ1849_shoemaker_assi,occ1849_glover_master,occ1849_glover_assi,occ1849_furrier_master,occ1849_furrier_assi,occ1849_lorimer_master,occ1849_lorimer_assi,occ1849_ropemaker_master,occ1849_ropemaker_assi,occ1849_sailmaker_master,occ1849_sailmaker_assi,occ1849_firehosemaker_master,occ1849_firehosemaker_assi,occ1849_tailor_master,occ1849_tailor_assi,occ1849_passementer_self_emp,occ1849_passementer_assi,occ1849_milliner_self_emp,occ1849_milliner_assi,occ1849_embroiderer_self_emp,occ1849_embroiderer_assi,occ1849_paperhanger_self_emp,occ1849_paperhanger_assi,occ1849_hatter_master,occ1849_hatter_assi,occ1849_cloth_cutter_self_emp,occ1849_cloth_cutter_assi,occ1849_dyer_self_emp,occ1849_dyer_assi,occ1849_bleacher_self_emp,occ1849_bleacher_assi,occ1849_carpenter_self_emp,occ1849_carpenter_assi,occ1849_carpenter_patchers,occ1849_wellsinker_master,occ1849_wellsinker_assi,occ1849_cabinetmaker_master,occ1849_cabinetmaker_assi,occ1849_wheelwright_master,occ1849_wheelwright_assi,occ1849_wainwright_master,occ1849_wainwright_assi,occ1849_cooper_master,occ1849_cooper_assi,occ1849_turner_master,occ1849_turner_assi,occ1849_manufacturer_f_self_emp,occ1849_manufacturer_f_assi,occ1849_manufacturer_c_self_emp,occ1849_manufacturer_c_assi,occ1849_combmaker_master,occ1849_combmaker_assi,occ1849_brushmaker_master,occ1849_brushmaker_assi,occ1849_basketmaker_master,occ1849_basketmaker_assi,occ1849_bricklayer_master,occ1849_bricklayer_assi,occ1849_bricklayer_patchers,occ1849_slater_master,occ1849_slater_assi,occ1849_stonemason_master,occ1849_stonemason_assi,occ1849_paver_master,occ1849_paver_assi,occ1849_chimneysweep_self_emp,occ1849_chimneysweep_assi,occ1849_potter_master,occ1849_potter_assi,occ1849_glazier_master,occ1849_glazier_assi,occ1849_colourist_self_emp,occ1849_colourist_assi,occ1849_painter_self_emp,occ1849_painter_assi,occ1849_lacquerer_self_emp,occ1849_lacquerer_assi,occ1849_sculptor_self_emp,occ1849_sculptor_assi,occ1849_blacksmith_master,occ1849_blacksmith_assi,occ1849_locksmith_master,occ1849_locksmith_assi,occ1849_beltmaker_master,occ1849_beltmaker_assi,occ1849_millwright_self_emp,occ1849_millwright_assi,occ1849_spoolmaker_self_emp,occ1849_spoolmaker_assi,occ1849_coppersmith_master,occ1849_coppersmith_assi,occ1849_bellfounder_master,occ1849_bellfounder_assi,occ1849_tinmoulder_master,occ1849_tinmoulder_assi,occ1849_plumber_master,occ1849_plumber_assi,occ1849_wiredrawer_master,occ1849_wiredrawer_assi,occ1849_sc_instrument_self_emp,occ1849_sc_instrument_assi,occ1849_mus_instrument_self_emp,occ1849_mus_instrument_assi,occ1849_clockmaker_self_emp,occ1849_clockmaker_assi,occ1849_goldsmith_self_emp,occ1849_goldsmith_assi,occ1849_stonecutter_self_emp,occ1849_stonecutter_assi,occ1849_gold_beater_self_emp,occ1849_gold_beater_assi,occ1849_barber_self_emp,occ1849_barber_assi,occ1849_hairdresser_self_emp,occ1849_hairdresser_assi,occ1849_fisher_self_emp,occ1849_fisher_assi,occ1849_gardener_self_emp,occ1849_gardener_assi,occ1849_bookbinder_self_emp,occ1849_bookbinder_assi,occ1849_goldborder_self_emp,occ1849_goldborder_assi,occ1849_papiermache_self_emp,occ1849_papiermache_assi,occ1849_umbrellamaker_self_emp,occ1849_umbrellamaker_assi,occ1849_cigarmaker_self_emp,occ1849_cigarmaker_assi,occ1849_plasterfigurine_self_emp,occ1849_plasterfigurine_assi,occ1849_waxcandlemaker_self_emp,occ1849_waxcandlemaker_assi,occ1849_waddingmaker_self_emp,occ1849_waddingmaker_assi,occ1849_blanketmaker_self_emp,occ1849_blanketmaker_assi,occ1849_carder_self_emp,occ1849_carder_assi,occ1849_yarnspinner_self_emp,occ1849_yarnspinner_assi,occ1849_ingnitermaker_self_emp,occ1849_ingnitermaker_assi,occ1849_product_corn_self_emp,occ1849_product_corn_assi,occ1849_writing_utens_self_emp,occ1849_writing_utens_assi,occ1849_autioneer_self_emp,occ1849_autioneer_assi,occ1849_executioner_self_emp,occ1849_executioner_assi,occ1849_musicteacher_self_emp,occ1849_musicteacher_assi,occ1849_actor_self_emp,occ1849_actor_assi,occ1849_cleaner_self_emp,occ1849_cleaner_assi,occ1849_metalworker_self_emp,occ1849_metalworker_assi,occ1849_pastoralist_self_emp,occ1849_pastoralist_assi,occ1849_bargee_self_emp,occ1849_bargee_assi,occ1849_tinker_self_emp,occ1849_tinker_assi,occ1849_thatcher_self_emp,occ1849_thatcher_assi,occ1849_charburner_self_emp,occ1849_charburner_assi,occ1849_castrator_self_emp,occ1849_castrator_assi
75,"Tscharnikow","BRO",40,28,2,2,46,18,4,2,4,1,182,78,0,0,18,8,11,7,8,5,0,0,0,0,177,64,1,1,6,2,0,0,0,0,1,0,5,2,11,9,0,0,6,39,1,0,0,112,43,52,21,0,0,31,15,14,3,0,0,0,0,1,0,0,0,4,1,6,62,2,2,1,0,0,0,0,3,5,28,18,12,3,0,0,2,4,0,0,0,0,122,43,31,25,0,0,0,0,0,0,4,2,0,0,0,0,5,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,6,1,2,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Chodezien","BRO",52,30,5,2,63,20,7,4,8,3,222,94,1,0,11,6,15,10,6,5,0,0,0,0,154,64,5,0,10,0,1,0,0,0,5,1,7,3,6,11,0,0,8,52,5,0,0,91,68,51,18,0,0,30,12,14,6,0,0,0,0,0,0,1,0,5,2,10,66,1,4,4,0,0,4,20,4,4,45,13,11,0,0,0,3,3,0,0,0,0,130,45,31,19,0,0,0,0,0,0,4,5,1,1,0,0,2,3,0,0,0,0,0,0,7,1,2,0,0,0,0,0,6,1,0,0,22,1,8,0,5,3,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Wirsitz","BRO",37,27,4,3,46,5,3,2,3,5,160,81,0,0,9,8,29,15,7,3,0,0,0,0,196,78,6,1,10,2,0,0,0,0,6,1,1,0,4,5,0,0,18,73,1,2,0,111,57,61,31,0,0,31,8,13,2,0,0,7,0,3,0,1,0,1,0,11,67,0,0,1,0,0,2,1,4,4,28,9,13,1,0,0,2,4,0,0,0,0,160,64,30,34,0,0,0,0,0,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,4,0,0,13,2,17,7,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Bromberg","BRO",61,70,8,21,43,29,6,12,7,11,303,295,2,5,17,24,26,23,12,15,0,0,0,0,206,189,1,0,20,7,0,0,1,4,5,5,3,1,14,13,0,0,11,237,8,1,0,144,130,42,38,0,0,31,32,15,4,0,0,1,0,3,1,5,7,15,6,8,229,15,3,3,2,0,2,4,4,12,53,40,18,7,2,0,15,20,2,2,3,10,146,59,53,83,1,3,2,0,0,0,7,7,7,6,1,0,15,15,4,2,1,2,4,0,10,8,3,3,1,0,0,0,15,17,3,2,14,1,10,4,10,12,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Schubin","BRO",68,26,5,3,51,10,1,0,6,5,306,121,0,0,28,11,17,11,6,4,0,0,0,0,170,64,2,0,8,0,0,0,2,0,5,0,2,0,7,6,0,0,3,30,1,0,0,67,27,32,16,0,0,43,5,13,2,0,0,2,0,1,0,0,0,0,0,2,63,2,1,2,0,0,0,0,6,9,33,14,14,0,0,0,2,2,0,0,0,0,142,34,17,12,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,4,0,0,0,14,20,11,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Inowrazlaw","BRO",33,40,3,4,68,14,2,2,1,0,220,125,2,0,23,14,26,21,7,11,0,0,0,0,216,94,5,2,11,8,0,0,0,0,9,8,0,0,6,5,0,0,18,34,5,1,0,70,69,59,24,2,4,15,5,6,3,0,0,0,0,1,1,0,0,0,0,3,82,2,2,0,0,0,4,5,4,9,8,5,11,1,0,0,4,10,1,0,0,0,189,79,15,25,0,0,1,1,0,0,2,3,1,1,0,0,6,3,0,0,0,0,0,0,2,0,3,1,0,0,0,0,4,5,1,1,28,8,22,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Mogilno","BRO",47,16,2,2,30,13,3,1,7,4,191,73,0,0,22,15,15,6,2,1,0,0,0,0,93,22,0,0,5,4,0,0,0,0,2,0,1,0,5,3,0,0,4,18,9,0,0,55,19,45,8,0,0,25,4,10,2,0,0,2,0,0,0,0,0,1,0,4,25,5,2,0,0,0,1,0,3,4,30,8,7,0,0,0,2,1,0,0,0,0,128,29,11,8,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,16,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Gnesen","BRO",75,18,4,3,55,12,4,2,7,7,261,119,2,4,30,5,13,6,9,2,0,0,0,0,229,32,2,0,5,6,0,0,0,0,7,4,1,1,7,7,0,0,6,18,6,0,0,53,21,34,10,0,0,28,9,6,3,0,0,1,0,1,0,1,0,3,1,4,17,6,3,0,0,0,2,0,4,6,27,4,15,0,0,0,0,0,0,0,0,0,152,41,13,4,2,0,1,0,0,0,2,1,0,0,0,0,6,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,0,0,16,11,18,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Wongrowiz","BRO",38,16,2,0,48,4,1,0,5,0,144,44,0,0,26,0,12,1,3,1,0,0,0,0,106,35,0,0,1,0,0,0,0,0,3,1,1,0,5,1,0,0,2,22,8,0,0,48,11,42,9,1,2,16,5,7,1,0,0,0,0,0,0,0,0,0,0,1,29,9,5,4,0,0,0,0,4,5,11,3,9,0,1,0,2,3,1,0,0,0,190,34,13,2,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,23,7,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Haupt- und Residenzstadt Berlin","POT",298,1037,156,351,389,696,36,35,74,252,2628,2899,143,183,114,165,251,422,48,59,2,0,3,10,2880,3262,210,292,211,195,86,132,272,245,93,104,48,78,70,160,18,11,81,859,30,12,31,1591,3118,119,286,13,28,167,275,329,569,3,1,43,9,66,66,69,85,106,213,83,1178,57,23,75,13,66,15,65,20,95,78,304,205,196,290,249,475,659,73,158,169,141,147,687,624,1952,225,410,8,11,16,5,43,123,60,133,27,48,289,489,45,65,133,221,105,136,183,189,257,401,84,80,7,10,361,425,85,69,41,38,337,332,312,553,3,0,11,19,46,115,131,305,11,11,4,6,25,22,4,3,1,5,1,0,40,32,3,0,19,7,263,63,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Prenzlau","POT",56,57,9,8,27,15,1,1,25,32,367,248,16,16,12,10,46,22,11,13,0,0,0,0,265,154,6,0,25,37,0,0,2,2,5,3,4,2,12,6,1,0,9,227,0,2,5,145,117,48,29,1,12,19,14,24,12,0,0,14,1,2,2,4,3,7,4,7,241,3,8,11,6,7,5,9,6,10,30,32,22,9,2,0,15,8,2,0,0,0,128,125,72,65,2,1,1,0,0,0,5,4,6,5,2,0,10,7,2,1,0,0,1,1,11,10,5,6,0,0,0,0,14,3,1,0,25,32,53,8,8,5,0,0,0,0,2,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,32,1,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Templin","POT",52,44,4,3,32,14,2,0,10,8,175,69,3,1,6,7,26,12,7,1,1,0,0,0,176,64,2,2,8,4,0,0,1,1,1,0,1,0,9,7,0,0,8,237,1,0,0,107,48,49,20,0,0,37,17,11,4,0,0,14,1,1,0,2,0,5,2,4,219,1,7,5,0,0,1,1,5,6,12,17,13,2,0,0,5,1,0,0,0,0,98,79,32,26,0,0,1,4,0,0,3,3,1,1,0,0,6,6,2,0,0,0,0,0,7,2,1,0,0,0,0,0,7,3,0,0,37,33,11,9,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Angermünde","POT",89,66,5,3,44,30,3,0,11,12,274,144,10,6,13,8,41,19,12,13,0,1,0,0,236,115,4,3,11,6,1,0,1,0,7,2,1,0,15,12,2,0,12,289,4,4,2,128,103,64,34,1,2,58,57,26,5,0,0,22,0,2,1,2,5,11,10,12,309,0,6,7,7,4,8,4,11,11,41,73,18,12,0,0,14,11,1,1,0,0,117,115,46,42,1,1,2,1,0,0,9,9,1,1,1,0,12,9,7,1,0,0,0,0,11,4,4,2,1,0,0,0,20,10,1,0,181,207,9,1,11,6,0,0,0,0,1,0,14,61,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,6,0,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Ober-Barnim","POT",82,83,9,9,65,48,5,6,21,14,386,253,13,10,15,20,37,22,14,6,0,0,0,0,247,175,5,1,21,11,1,1,1,1,11,12,3,0,12,12,0,0,13,222,4,5,9,128,103,55,34,1,7,67,44,20,7,0,0,20,0,6,0,2,0,21,11,13,368,9,12,17,1,0,5,12,10,10,25,33,18,10,1,0,16,12,0,0,0,0,110,108,115,99,4,4,4,2,3,0,10,22,2,0,1,0,10,11,10,16,0,0,2,0,10,6,3,2,0,0,0,0,31,10,0,0,24,7,12,14,12,7,0,0,1,0,0,0,7,21,0,0,0,0,3,0,0,0,3,40,4,0,1,0,1,0,0,0,39,0,3,2,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0
89,"Nieder-Barnim","POT",102,83,2,2,66,41,2,3,18,20,254,109,4,6,6,3,27,10,18,10,1,0,1,0,260,123,0,0,4,0,0,0,1,0,5,6,0,0,8,9,5,8,16,159,1,4,2,143,80,109,43,0,0,46,15,14,3,2,0,15,2,0,0,0,0,17,11,6,107,0,6,3,2,0,1,0,6,7,14,23,14,4,2,9,8,3,1,0,0,0,123,138,41,34,3,0,1,5,0,0,6,5,0,0,0,0,14,6,8,9,1,0,0,0,7,1,1,1,0,0,0,0,30,6,0,0,51,30,20,8,5,1,0,0,0,0,0,0,5,9,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Beeskow-Storkow","POT",34,29,3,1,40,16,3,2,6,3,160,91,1,1,6,4,13,6,14,5,0,0,0,0,202,81,1,0,12,3,0,0,1,0,1,1,6,26,14,18,0,0,8,49,2,1,0,71,36,41,19,0,0,34,12,8,1,0,0,3,0,0,0,1,2,2,1,3,42,0,0,0,0,0,0,0,3,5,10,10,9,3,0,0,3,0,0,0,0,0,79,52,21,13,1,0,4,0,0,0,3,2,0,0,0,0,3,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,6,2,0,0,36,11,4,1,5,1,0,0,0,0,0,0,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Teltow","POT",83,112,3,4,74,70,2,3,3,1,212,115,5,2,7,4,35,18,25,18,0,0,0,0,217,102,3,0,13,1,0,0,3,1,8,9,0,0,20,30,3,20,15,366,2,3,6,120,89,76,35,1,13,54,31,18,11,0,0,5,4,1,0,2,1,8,3,12,381,2,1,5,0,0,2,0,6,11,15,35,24,5,4,0,10,3,2,1,1,0,115,113,50,62,0,0,3,2,0,0,1,1,0,0,0,0,17,8,1,0,0,0,0,0,7,3,1,0,0,3,0,0,28,10,1,0,52,37,56,66,6,2,0,0,1,0,0,0,1,2,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
92,"Jüterbock-Luckenwalde","POT",67,49,3,2,85,55,11,4,24,19,433,308,8,3,33,24,31,26,25,15,0,0,0,0,252,81,6,5,13,1,0,0,1,1,3,0,6,7,20,46,0,0,22,218,1,0,1,112,104,60,35,1,12,39,18,29,15,0,0,6,0,1,0,0,0,11,9,7,278,0,0,0,0,0,4,2,5,7,19,17,10,1,0,0,5,8,0,0,1,0,99,81,39,48,3,2,4,1,2,0,6,6,0,0,1,0,8,13,7,3,0,0,1,0,8,2,2,0,0,0,0,0,20,15,0,0,4,0,4,2,14,12,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"Zauch-Belzig","POT",86,62,3,1,66,37,4,1,15,6,263,124,9,7,16,10,29,14,36,22,0,0,0,0,294,126,5,4,5,1,0,0,0,0,4,2,6,4,14,16,0,0,14,203,11,1,0,109,55,80,33,0,0,63,25,18,10,0,0,20,3,1,1,2,0,12,9,10,258,13,2,8,0,0,5,1,5,9,22,13,10,2,0,0,1,0,0,0,0,0,129,89,40,34,1,0,8,1,2,0,4,2,0,0,2,0,7,6,10,5,0,0,2,2,6,2,0,0,0,0,0,0,14,3,0,0,49,43,115,10,9,3,0,0,0,0,0,0,3,6,0,0,25,0,0,0,0,0,12,1,1,0,0,0,2,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Potsdam","POT",59,111,15,32,56,61,4,8,9,9,269,205,18,41,13,15,37,36,6,10,0,0,0,0,208,207,14,13,19,76,3,0,19,20,8,5,5,3,5,10,1,0,12,154,5,3,6,129,163,8,18,0,0,19,21,17,7,0,0,5,0,3,0,12,7,14,16,12,176,13,5,10,6,21,4,24,3,19,12,44,18,14,6,3,27,50,4,5,3,5,25,42,98,315,14,16,0,0,0,0,8,15,1,0,2,1,19,43,4,0,4,1,6,9,20,20,8,11,2,0,0,0,6,0,5,3,13,0,114,44,22,28,0,0,0,0,2,3,6,6,1,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"Ost-Havelland","POT",72,86,8,6,41,30,4,0,6,9,196,151,4,2,11,7,25,16,20,16,0,0,0,0,255,130,1,0,8,3,0,0,0,0,4,1,3,2,8,13,1,0,12,312,2,1,2,119,92,56,28,0,0,33,19,20,6,0,0,21,0,1,1,2,1,11,6,10,251,0,6,2,0,0,3,3,4,8,13,25,23,9,1,1,5,4,0,0,1,1,88,82,47,77,0,0,0,0,0,0,4,4,3,1,1,0,13,11,1,0,0,0,0,0,14,7,1,0,0,0,0,0,19,10,2,1,50,39,33,12,13,7,0,0,0,0,0,0,5,8,1,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,19,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"West-Havelland","POT",66,85,13,17,43,31,6,4,15,32,339,217,19,18,13,18,30,35,17,15,0,0,1,2,311,180,12,9,18,18,0,0,4,3,3,4,13,45,15,16,1,1,16,259,4,0,0,144,146,50,31,0,0,33,25,22,10,0,0,18,13,5,13,6,9,12,10,10,232,4,4,11,3,3,8,5,5,11,22,28,20,9,4,1,17,150,0,0,0,0,77,83,61,52,6,3,2,1,0,0,3,7,4,5,4,3,17,20,1,0,2,4,5,4,16,15,6,2,0,0,0,0,32,7,2,0,108,32,127,64,15,8,0,0,0,0,1,0,4,41,0,0,0,0,4,7,1,6,8,146,0,51,2,1,0,0,1,0,32,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Ruppin","POT",90,66,14,10,70,34,3,1,16,17,372,205,7,4,15,17,34,25,19,10,0,0,0,0,372,156,6,2,17,27,0,0,0,0,5,4,9,12,19,11,0,0,12,321,0,0,0,187,95,81,32,0,0,42,20,20,8,0,0,25,0,5,0,9,9,8,2,9,262,1,2,2,0,0,4,4,7,10,20,43,24,8,2,0,21,13,0,0,0,0,121,87,65,72,6,3,1,2,3,0,7,7,3,6,0,0,11,12,3,3,0,0,1,0,18,5,3,0,0,0,0,0,16,12,1,0,52,17,11,2,15,16,0,0,0,0,2,1,7,9,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"Ost-Priegnitz","POT",52,48,8,10,40,20,3,1,24,11,340,174,5,1,15,13,39,12,16,6,0,0,4,0,328,138,2,0,25,19,0,0,1,0,8,5,18,26,18,24,0,0,9,256,8,2,0,195,133,113,34,0,0,46,10,28,4,0,0,34,1,2,2,2,0,13,7,7,336,5,6,14,1,0,9,6,8,8,19,29,17,11,1,0,15,8,0,0,1,0,162,116,69,54,4,2,3,7,2,0,4,2,1,0,0,0,9,9,3,0,1,0,1,1,11,8,3,0,1,0,0,0,12,8,0,0,9,5,10,2,8,12,0,0,0,0,1,0,5,2,0,0,0,0,3,1,2,0,7,15,0,22,0,0,0,0,0,0,18,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,"West-Priegnitz","POT",86,65,6,4,66,46,3,3,18,13,389,256,10,11,15,7,45,32,25,13,2,1,0,0,394,168,3,1,23,17,0,0,0,0,3,2,5,3,23,23,0,0,12,351,2,1,0,218,120,81,37,0,0,58,26,30,26,0,0,15,3,3,0,2,0,7,3,11,403,0,8,14,1,0,3,1,8,10,23,29,24,15,0,0,12,11,0,0,0,0,111,106,81,98,7,2,1,1,1,0,4,2,2,0,4,2,15,15,5,2,0,0,2,2,17,13,3,2,0,0,0,0,20,22,0,0,20,11,13,0,12,11,0,0,0,0,0,0,10,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"Königsberg","FRA",101,79,9,9,75,42,3,1,23,16,367,188,8,6,15,20,47,21,31,18,0,0,0,0,329,177,10,3,23,5,0,0,2,0,5,2,8,12,26,15,0,0,18,223,14,4,5,200,106,80,34,0,0,77,30,29,15,0,0,31,4,4,5,3,1,22,10,11,380,6,6,8,0,0,5,4,11,14,39,36,31,17,2,0,12,12,1,1,0,0,161,107,76,64,2,0,7,8,0,0,10,11,2,2,1,0,15,9,4,0,0,0,2,0,16,4,4,4,0,0,0,0,28,11,0,0,16,16,33,14,14,4,0,0,0,0,0,0,3,3,0,0,0,0,4,1,1,0,7,1,4,1,0,0,12,5,0,0,41,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Soldin","FRA",41,28,5,4,45,11,3,1,31,23,227,78,3,3,6,6,24,12,13,9,0,0,0,0,144,58,1,0,9,3,0,0,2,1,4,0,4,0,18,7,0,0,8,100,5,1,2,111,34,58,15,0,0,44,12,20,0,0,0,5,5,0,0,0,0,5,1,6,164,5,8,2,0,0,1,0,5,5,14,11,15,7,0,0,12,6,0,0,0,0,105,57,44,34,0,0,1,1,0,0,6,3,0,0,0,0,3,4,2,1,0,0,0,0,7,1,1,0,0,0,0,0,11,3,0,0,27,13,13,3,8,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,"Arnswalde","FRA",49,22,1,0,37,10,1,0,9,5,179,60,2,1,4,1,27,11,10,1,0,0,0,0,158,42,0,0,10,0,1,0,0,0,1,0,2,0,11,8,0,0,4,90,0,1,1,104,41,48,12,1,0,35,7,17,3,0,0,5,0,3,1,0,0,4,0,5,179,2,1,6,1,0,5,0,3,2,14,7,7,0,0,0,4,3,0,0,0,0,102,48,25,9,1,0,3,3,0,0,5,2,1,0,0,0,6,3,1,0,0,0,0,0,5,3,1,0,0,0,0,0,6,3,0,0,12,2,6,2,4,3,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Friedeberg","FRA",42,47,2,0,67,29,5,5,18,11,309,217,5,2,11,11,24,13,14,10,0,0,0,0,185,74,1,0,14,1,1,0,0,0,6,1,2,1,12,14,0,0,11,143,2,4,0,126,78,58,22,1,4,49,15,21,9,0,0,6,1,3,0,0,0,8,3,6,170,8,2,4,0,0,0,0,4,5,32,31,12,4,1,0,6,4,0,0,0,1,131,64,44,42,4,2,2,0,0,0,6,5,1,0,0,0,7,3,2,0,0,0,1,1,16,5,3,1,0,0,0,0,9,4,0,0,12,10,14,6,7,4,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
104,"Landsberg","FRA",50,57,9,15,74,24,4,2,12,25,287,234,5,7,13,14,23,21,22,15,0,0,1,0,245,92,4,5,15,7,0,0,0,0,5,5,9,3,15,28,0,0,9,145,3,3,5,147,91,57,22,0,0,48,32,18,8,0,0,13,0,5,1,6,10,16,13,5,154,2,4,9,1,0,5,2,4,7,18,26,19,5,1,0,10,9,0,0,0,0,119,75,55,74,2,0,3,1,0,0,4,8,4,2,0,0,8,9,7,7,0,0,3,1,7,5,3,3,1,0,0,0,9,2,2,0,22,3,25,6,10,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
