kreiskey1849,county,rb,occ1849_baker_master,occ1849_baker_assi,occ1849_pastrychef_master,occ1849_pastrychef_assi,occ1849_butcher_master,occ1849_butcher_assi,occ1849_soapboiler_master,occ1849_soapboiler_assi,occ1849_tanner_master,occ1849_tanner_assi,occ1849_shoemaker_master,occ1849_shoemaker_assi,occ1849_glover_master,occ1849_glover_assi,occ1849_furrier_master,occ1849_furrier_assi,occ1849_lorimer_master,occ1849_lorimer_assi,occ1849_ropemaker_master,occ1849_ropemaker_assi,occ1849_sailmaker_master,occ1849_sailmaker_assi,occ1849_firehosemaker_master,occ1849_firehosemaker_assi,occ1849_tailor_master,occ1849_tailor_assi,occ1849_passementer_self_emp,occ1849_passementer_assi,occ1849_milliner_self_emp,occ1849_milliner_assi,occ1849_embroiderer_self_emp,occ1849_embroiderer_assi,occ1849_paperhanger_self_emp,occ1849_paperhanger_assi,occ1849_hatter_master,occ1849_hatter_assi,occ1849_cloth_cutter_self_emp,occ1849_cloth_cutter_assi,occ1849_dyer_self_emp,occ1849_dyer_assi,occ1849_bleacher_self_emp,occ1849_bleacher_assi,occ1849_carpenter_self_emp,occ1849_carpenter_assi,occ1849_carpenter_patchers,occ1849_wellsinker_master,occ1849_wellsinker_assi,occ1849_cabinetmaker_master,occ1849_cabinetmaker_assi,occ1849_wheelwright_master,occ1849_wheelwright_assi,occ1849_wainwright_master,occ1849_wainwright_assi,occ1849_cooper_master,occ1849_cooper_assi,occ1849_turner_master,occ1849_turner_assi,occ1849_manufacturer_f_self_emp,occ1849_manufacturer_f_assi,occ1849_manufacturer_c_self_emp,occ1849_manufacturer_c_assi,occ1849_combmaker_master,occ1849_combmaker_assi,occ1849_brushmaker_master,occ1849_brushmaker_assi,occ1849_basketmaker_master,occ1849_basketmaker_assi,occ1849_bricklayer_master,occ1849_bricklayer_assi,occ1849_bricklayer_patchers,occ1849_slater_master,occ1849_slater_assi,occ1849_stonemason_master,occ1849_stonemason_assi,occ1849_paver_master,occ1849_paver_assi,occ1849_chimneysweep_self_emp,occ1849_chimneysweep_assi,occ1849_potter_master,occ1849_potter_assi,occ1849_glazier_master,occ1849_glazier_assi,occ1849_colourist_self_emp,occ1849_colourist_assi,occ1849_painter_self_emp,occ1849_painter_assi,occ1849_lacquerer_self_emp,occ1849_lacquerer_assi,occ1849_sculptor_self_emp,occ1849_sculptor_assi,occ1849_blacksmith_master,occ1849_blacksmith_assi,occ1849_locksmith_master,occ1849_locksmith_assi,occ1849_beltmaker_master,occ1849_beltmaker_assi,occ1849_millwright_self_emp,occ1849_millwright_assi,occ1849_spoolmaker_self_emp,occ1849_spoolmaker_assi,occ1849_coppersmith_master,occ1849_coppersmith_assi,occ1849_bellfounder_master,occ1849_bellfounder_assi,occ1849_tinmoulder_master,occ1849_tinmoulder_assi,occ1849_plumber_master,occ1849_plumber_assi,occ1849_wiredrawer_master,occ1849_wiredrawer_assi,occ1849_sc_instrument_self_emp,occ1849_sc_instrument_assi,occ1849_mus_instrument_self_emp,occ1849_mus_instrument_assi,occ1849_clockmaker_self_emp,occ1849_clockmaker_assi,occ1849_goldsmith_self_emp,occ1849_goldsmith_assi,occ1849_stonecutter_self_emp,occ1849_stonecutter_assi,occ1849_gold_beater_self_emp,occ1849_gold_beater_assi,occ1849_barber_self_emp,occ1849_barber_assi,occ1849_hairdresser_self_emp,occ1849_hairdresser_assi,occ1849_fisher_self_emp,occ1849_fisher_assi,occ1849_gardener_self_emp,occ1849_gardener_assi,occ1849_bookbinder_self_emp,occ1849_bookbinder_assi,occ1849_goldborder_self_emp,occ1849_goldborder_assi,occ1849_papiermache_self_emp,occ1849_papiermache_assi,occ1849_umbrellamaker_self_emp,occ1849_umbrellamaker_assi,occ1849_cigarmaker_self_emp,occ1849_cigarmaker_assi,occ1849_plasterfigurine_self_emp,occ1849_plasterfigurine_assi,occ1849_waxcandlemaker_self_emp,occ1849_waxcandlemaker_assi,occ1849_waddingmaker_self_emp,occ1849_waddingmaker_assi,occ1849_blanketmaker_self_emp,occ1849_blanketmaker_assi,occ1849_carder_self_emp,occ1849_carder_assi,occ1849_yarnspinner_self_emp,occ1849_yarnspinner_assi,occ1849_ingnitermaker_self_emp,occ1849_ingnitermaker_assi,occ1849_product_corn_self_emp,occ1849_product_corn_assi,occ1849_writing_utens_self_emp,occ1849_writing_utens_assi,occ1849_autioneer_self_emp,occ1849_autioneer_assi,occ1849_executioner_self_emp,occ1849_executioner_assi,occ1849_musicteacher_self_emp,occ1849_musicteacher_assi,occ1849_actor_self_emp,occ1849_actor_assi,occ1849_cleaner_self_emp,occ1849_cleaner_assi,occ1849_metalworker_self_emp,occ1849_metalworker_assi,occ1849_pastoralist_self_emp,occ1849_pastoralist_assi,occ1849_bargee_self_emp,occ1849_bargee_assi,occ1849_tinker_self_emp,occ1849_tinker_assi,occ1849_thatcher_self_emp,occ1849_thatcher_assi,occ1849_charburner_self_emp,occ1849_charburner_assi,occ1849_castrator_self_emp,occ1849_castrator_assi
195,"Löwenberg","LIE",150,51,10,6,131,41,13,6,48,23,442,169,11,4,34,10,50,20,21,7,0,0,0,0,345,108,9,0,19,5,0,0,2,0,13,2,4,4,17,9,6,3,7,278,4,1,3,203,89,94,28,0,0,93,25,34,7,0,0,1,0,7,1,2,0,35,2,8,349,2,3,10,12,32,0,5,6,10,18,8,9,5,6,6,2,2,0,0,1,2,172,97,104,52,7,2,2,3,5,0,7,2,0,0,2,0,14,4,11,3,1,0,1,0,16,6,10,3,2,0,0,0,13,7,0,0,1,0,28,3,14,5,0,0,1,2,0,0,1,0,0,0,0,0,5,0,0,0,22,9,9222,4173,0,0,1,0,1,0,19,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196,"Lauban","LIE",144,72,6,3,110,41,9,1,27,13,322,183,2,0,19,9,44,18,18,11,0,0,0,0,314,117,7,2,32,21,0,0,1,0,5,4,3,1,25,26,19,100,7,232,1,2,2,143,68,66,24,1,1,48,12,61,12,3,1,7,8,6,2,9,3,21,10,13,290,3,9,12,3,3,2,4,4,12,31,43,5,6,4,2,4,5,1,1,1,0,119,89,59,37,3,1,7,14,8,1,5,6,3,1,1,0,11,12,5,3,2,0,2,1,11,3,9,1,0,0,0,0,9,3,1,0,0,0,24,11,13,9,0,0,0,0,2,0,5,12,0,0,0,0,10,2,0,0,8,2,4747,3036,0,0,7,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Görlitz","LIE",95,75,7,7,102,58,8,8,22,10,277,223,6,4,15,21,48,44,26,15,0,0,2,2,326,185,8,3,22,70,0,0,9,3,6,1,2,94,14,10,7,25,10,246,1,11,5,183,155,73,34,1,15,41,22,20,16,1,0,6,1,6,2,4,4,28,13,8,397,2,8,20,10,20,1,15,5,9,22,26,9,5,7,17,11,15,4,10,4,6,140,105,71,79,5,9,0,3,1,0,6,11,1,0,3,0,14,27,7,3,2,2,5,2,11,2,6,5,3,2,0,0,10,10,4,0,6,0,135,13,17,14,0,0,0,0,3,8,3,77,1,0,0,0,2,5,1,4,10,2,952,246,4,4,2,0,2,0,20,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Rothenburg","LIE",31,19,4,3,33,24,5,4,4,9,160,91,1,0,4,3,12,9,11,6,0,0,0,0,211,100,1,0,6,6,0,0,0,0,3,1,0,0,8,0,0,0,2,176,6,1,8,79,61,61,18,0,0,40,18,12,4,0,0,2,1,0,0,1,2,5,4,3,224,0,3,22,4,4,1,0,4,7,37,76,5,1,0,0,2,1,0,0,1,0,112,65,32,30,0,0,1,4,0,0,2,8,1,1,0,0,2,2,0,0,0,0,1,0,8,1,0,0,0,0,0,0,5,1,0,0,0,0,1,8,4,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Hoyerswerda","LIE",28,7,4,1,35,14,4,1,8,2,142,98,2,0,12,6,10,3,12,3,0,0,1,1,154,37,1,0,10,0,0,0,0,0,2,0,0,0,6,4,19,0,6,81,1,0,0,56,14,57,12,0,0,32,9,9,1,0,0,0,0,1,2,0,0,5,0,5,92,0,3,1,0,0,1,0,4,6,10,6,7,3,0,0,0,0,0,0,0,0,73,26,30,27,1,0,2,1,0,0,0,0,0,0,1,0,5,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,6,3,0,0,0,0,1,1,3,4,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,17,6,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"Osterburg","MAG",37,25,3,2,26,14,4,0,8,9,249,128,1,0,7,4,22,20,13,6,0,0,0,0,241,130,1,0,12,6,0,0,0,0,4,2,0,0,16,6,0,0,7,380,0,0,1,155,88,64,24,0,0,27,15,11,3,0,0,5,0,0,0,0,0,7,4,5,223,1,4,2,1,0,1,0,3,5,10,10,13,1,1,0,5,5,0,0,0,0,77,77,42,40,1,0,2,0,0,0,0,0,0,0,5,0,6,1,5,0,0,0,0,0,7,4,1,1,0,0,0,0,10,3,0,0,16,6,4,0,5,1,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"Salzwedel","MAG",49,30,1,0,38,12,3,0,17,21,254,153,3,1,11,6,28,12,10,6,0,0,1,0,270,108,3,0,10,0,0,0,0,0,3,1,6,10,23,14,4,6,8,157,0,0,0,239,92,103,22,0,0,33,10,45,6,0,0,41,0,2,0,1,1,2,1,4,97,0,5,15,1,0,1,14,5,3,22,26,26,4,0,0,7,4,0,0,1,0,108,62,48,28,4,4,0,0,1,0,3,3,0,0,2,0,6,8,6,4,0,0,4,0,8,3,8,2,0,0,0,0,19,10,2,0,5,0,3,0,10,5,0,0,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Gardelegen","MAG",76,35,7,0,40,15,4,0,21,13,292,179,2,1,8,7,30,14,10,2,0,0,0,0,274,113,7,2,9,4,0,0,0,0,2,0,2,1,27,19,0,0,8,263,3,1,0,186,77,88,32,1,1,57,15,24,7,0,0,7,0,1,1,1,1,2,1,6,215,10,1,7,2,27,0,3,3,2,15,9,20,4,0,0,4,1,1,0,1,0,95,91,39,25,1,0,0,1,2,0,3,5,0,0,2,0,9,5,10,6,0,0,0,0,7,3,4,2,0,0,0,0,25,7,0,0,0,0,10,0,6,3,0,0,0,0,0,0,8,4,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,13,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"Stendal","MAG",55,39,1,0,34,23,4,0,15,27,326,147,8,1,15,4,20,18,13,2,0,0,0,0,248,100,3,0,11,4,1,0,0,0,7,2,2,1,21,9,0,0,8,200,2,1,1,150,58,56,24,0,0,31,13,14,4,0,0,16,0,0,0,3,0,7,1,5,224,0,2,14,0,3,4,10,3,4,15,10,22,4,0,0,9,4,0,0,1,0,87,84,54,46,0,0,1,7,0,0,3,3,4,1,3,0,11,5,4,2,0,0,2,1,12,5,6,1,1,0,0,0,23,14,2,0,16,1,14,3,10,2,0,0,0,0,0,0,6,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"Jerichow II","MAG",55,26,2,0,43,14,0,0,2,1,149,61,2,0,5,3,21,7,13,5,1,0,1,0,249,112,1,0,12,7,0,0,0,0,0,0,0,0,6,3,0,0,10,202,0,2,0,131,55,60,19,0,0,29,10,9,2,0,0,33,2,0,0,6,5,6,1,5,203,0,5,19,0,0,0,0,4,5,5,4,13,4,0,0,4,3,0,0,0,0,101,72,31,31,0,0,1,1,1,0,1,4,1,0,0,0,4,5,6,1,0,0,0,0,4,1,1,0,0,0,0,0,17,6,0,0,11,2,12,10,4,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,3,0,5,1,0,0,1,4,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"Jerichow I","MAG",109,79,2,1,86,34,10,0,26,34,370,223,10,4,11,11,41,26,24,18,0,0,1,0,331,155,8,6,17,9,4,0,1,0,7,0,3,1,20,53,0,0,8,240,1,1,0,152,97,85,56,0,0,61,22,26,15,0,0,31,21,6,4,1,4,14,9,11,368,1,8,27,3,10,2,4,5,6,9,8,17,5,1,0,8,7,0,0,0,0,122,111,60,51,1,1,8,1,5,2,3,4,2,1,1,0,15,12,9,1,0,0,0,0,10,4,2,2,0,0,0,0,40,25,0,0,9,5,29,8,10,4,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"Calbe","MAG",124,83,5,2,68,36,9,4,27,21,328,205,20,15,7,2,42,20,39,20,3,2,0,0,224,113,5,4,10,2,0,0,2,2,2,0,3,3,10,6,0,0,20,305,1,0,0,126,72,58,25,0,0,103,62,25,11,0,0,7,0,4,3,1,2,36,16,14,429,0,5,45,0,6,4,19,4,5,14,20,19,5,0,0,5,3,0,0,1,0,79,84,63,67,0,0,0,0,0,0,8,18,2,3,1,0,19,15,8,9,0,0,0,0,10,2,2,1,0,0,0,0,62,31,0,0,18,1,13,7,13,11,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"Magdeburg","MAG",63,206,26,63,126,114,7,10,40,70,610,608,37,121,21,28,47,91,21,53,3,4,0,0,471,577,33,48,54,99,5,6,30,39,10,12,11,5,13,20,0,0,18,562,0,3,5,314,454,19,47,0,0,115,190,40,52,0,0,8,10,9,10,10,12,20,24,11,396,4,8,55,8,26,7,45,3,13,7,11,38,35,14,12,65,56,18,20,6,8,35,98,106,253,10,7,2,2,1,0,15,138,14,31,4,4,34,58,11,4,12,20,11,15,26,32,30,40,5,13,1,0,83,44,8,11,18,22,44,44,39,42,0,0,1,0,4,8,5,10,3,5,0,0,4,4,0,0,0,0,0,0,1,2,0,0,3,1,116,2,1,2,6,0,0,0,0,0,0,0,10,0,47,0,2,0,0,0,0,0,0,0
208,"Wanzleben","MAG",123,52,0,0,80,21,3,1,13,10,287,146,5,2,9,7,50,20,23,13,0,0,0,0,232,96,2,0,10,2,0,0,0,0,1,0,1,0,7,6,0,0,8,229,3,1,0,137,92,64,47,0,0,68,31,15,3,0,0,0,0,0,0,0,0,6,5,13,504,3,3,39,6,21,3,17,3,4,9,8,10,1,1,0,4,2,0,0,1,0,84,97,31,37,1,0,4,9,0,0,4,11,0,0,0,0,9,13,2,1,0,0,1,0,8,1,1,0,0,0,0,0,55,30,0,0,2,0,30,23,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"Wollmirstädt","MAG",83,35,0,0,75,14,0,0,5,13,221,107,4,0,2,1,30,14,10,8,0,0,1,0,215,89,1,1,1,1,0,0,0,0,1,0,0,0,7,4,8,0,10,143,3,0,0,110,72,60,37,0,0,61,28,15,5,0,0,6,0,0,0,3,0,6,2,9,252,3,7,23,2,5,1,6,2,4,1,1,5,2,0,0,2,2,0,0,0,0,76,81,13,15,0,0,0,2,0,0,5,3,0,0,0,0,3,1,1,0,1,0,1,0,4,2,1,0,0,0,0,0,39,22,0,0,3,3,7,6,2,2,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"Neuhaldensleben","MAG",110,30,1,0,74,11,3,0,8,9,281,93,5,3,2,2,36,19,12,7,0,0,0,0,257,79,8,1,7,2,0,0,1,0,2,2,4,0,9,3,2,0,7,187,2,1,0,131,71,79,37,0,0,61,21,28,5,0,0,0,0,2,2,3,0,11,0,6,354,4,14,50,16,86,2,2,3,4,10,25,15,1,4,10,9,2,0,0,1,0,91,75,24,19,0,0,2,3,0,0,2,5,2,6,1,1,5,6,2,0,1,1,1,0,5,2,2,0,2,0,0,0,31,18,0,0,1,1,22,13,7,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"Oschersleben","MAG",103,26,0,0,49,8,3,0,5,0,244,88,9,1,2,3,39,23,14,11,0,0,0,0,248,71,0,0,2,0,0,0,0,0,0,0,0,0,13,8,0,0,8,169,2,0,0,110,64,55,24,0,0,65,21,31,4,0,0,0,0,1,0,0,0,6,0,13,438,2,7,32,5,24,1,3,4,2,2,4,13,2,0,0,2,4,0,0,0,0,62,57,20,14,1,0,1,0,0,0,4,7,1,2,1,0,4,7,2,0,0,0,0,0,3,1,2,0,0,0,0,0,38,24,0,0,2,1,20,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"Aschersleben","MAG",125,119,9,4,65,23,6,5,23,30,530,335,10,6,15,13,62,33,29,19,0,0,0,0,262,130,7,6,15,20,0,0,0,0,6,5,2,0,10,5,2,0,7,144,1,1,1,179,132,52,24,0,0,74,28,28,19,0,0,5,0,8,10,10,14,15,4,15,508,9,19,52,0,0,2,10,5,7,2,0,12,3,3,0,12,3,4,1,0,0,74,63,57,50,6,4,2,3,5,0,8,10,4,0,4,0,16,21,14,9,1,0,4,2,8,5,9,9,2,0,0,0,75,39,1,0,8,4,93,221,16,15,0,0,0,0,1,0,2,1,0,0,0,0,3,1,0,0,1,0,62,0,3,6,1,1,1,0,39,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"Halberstadt","MAG",136,74,9,5,80,28,7,3,30,70,407,186,35,42,14,7,68,24,27,16,0,0,0,0,310,134,16,3,17,15,0,0,7,0,8,7,3,0,29,15,5,0,19,200,0,1,1,207,108,63,30,4,12,87,62,38,14,0,0,5,0,7,5,15,10,12,8,17,527,3,23,55,1,0,3,44,5,6,7,6,20,6,5,0,20,8,3,4,1,2,83,73,52,37,5,3,1,3,1,0,10,17,5,3,10,4,15,9,7,4,4,2,5,6,22,7,11,6,2,2,0,0,62,32,2,0,1,0,86,92,15,13,0,0,0,0,1,0,2,2,0,0,1,0,2,8,0,0,1,0,0,0,0,0,12,4,0,0,43,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Grafschaft Wernigerode","MAG",58,27,1,2,24,9,2,1,8,7,140,100,5,4,5,2,19,7,9,2,0,0,0,0,72,30,2,0,8,6,1,6,0,0,4,1,1,0,8,1,0,0,9,85,0,3,2,73,66,20,14,0,0,27,15,20,6,1,2,1,0,1,0,1,0,3,1,5,128,3,2,9,0,0,3,4,1,3,2,2,9,1,0,0,4,5,1,2,1,1,33,27,18,24,2,0,1,0,0,0,3,2,0,0,4,1,6,5,2,1,0,0,2,0,5,4,4,3,1,0,0,0,17,15,0,0,0,0,33,25,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,12,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Liebenwerda","MER",60,22,4,0,75,24,11,2,13,8,218,113,3,1,14,6,32,12,39,9,0,0,0,0,213,68,4,0,14,2,1,0,0,0,4,1,4,1,14,6,1,1,9,210,6,2,2,83,24,81,27,0,0,51,14,14,3,0,0,2,0,3,3,0,0,95,81,8,213,5,3,16,1,1,0,3,4,7,40,49,16,5,0,0,1,0,0,0,1,1,117,46,41,28,1,0,1,3,0,0,2,0,0,0,0,0,8,3,10,9,1,0,0,0,5,2,0,0,0,0,0,0,14,7,0,0,27,9,6,2,5,2,0,0,0,0,0,0,4,2,0,0,0,0,5,0,0,0,10,0,0,0,1,0,0,0,0,0,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"Torgau","MER",69,55,5,4,75,34,11,4,20,3,334,205,1,0,19,15,53,29,34,13,0,0,0,0,256,123,3,0,22,9,0,0,1,0,5,2,2,0,9,1,0,0,13,397,0,2,2,104,60,86,32,0,0,67,18,15,2,0,0,1,0,10,14,3,4,11,6,14,351,0,4,15,3,0,3,1,6,7,36,58,25,15,1,1,4,4,0,0,2,2,127,70,50,53,3,3,4,7,0,0,4,3,1,0,3,1,11,11,11,7,0,0,0,0,8,6,2,1,0,0,0,0,16,10,1,1,27,22,18,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Schweinitz","MER",50,32,3,1,53,29,5,0,19,7,259,134,4,1,19,8,42,17,33,7,0,0,0,0,255,81,2,0,5,2,0,0,0,0,6,0,4,1,17,6,0,0,7,210,4,0,0,85,35,72,20,0,0,40,10,25,12,1,0,2,0,2,0,0,0,7,4,5,206,1,4,6,1,0,1,1,7,4,21,26,17,2,0,0,2,2,0,0,0,0,112,37,32,15,0,0,3,1,0,0,1,1,0,0,0,0,5,6,8,2,0,0,2,0,4,2,0,0,0,0,0,0,12,6,0,0,1,1,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"Wittenberg","MER",99,63,4,4,73,46,9,6,28,22,299,175,16,20,18,19,45,25,43,18,1,0,1,1,243,105,6,3,4,15,0,0,2,1,3,4,13,57,12,6,0,0,19,264,6,4,0,88,65,64,34,0,0,49,18,18,12,0,0,1,0,2,0,4,2,30,28,11,328,1,6,14,2,1,2,8,4,7,40,40,14,4,0,0,0,0,0,0,0,0,112,65,35,21,3,1,7,4,1,0,3,10,3,2,2,1,8,5,6,3,2,0,2,2,6,4,3,2,1,0,0,0,19,11,2,1,25,65,106,6,15,4,0,0,0,0,2,0,4,3,1,1,0,0,2,5,0,0,10,0,10,0,0,0,0,0,0,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Bitterfeld","MER",80,32,5,2,72,34,7,0,35,29,327,133,0,0,12,3,63,20,31,16,0,0,0,0,253,109,4,1,9,3,0,0,1,0,5,1,8,13,17,14,0,0,14,247,0,1,0,109,40,77,33,0,0,42,16,17,9,1,0,8,0,1,0,3,0,28,11,12,233,0,8,12,0,0,4,4,4,6,19,16,27,7,1,0,1,0,0,0,0,0,110,72,68,52,4,0,6,3,1,1,7,7,0,0,3,0,9,2,6,3,0,0,2,0,9,2,2,1,0,0,0,0,29,14,0,0,5,1,13,3,10,6,0,0,0,0,0,0,5,2,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"Delitsch","MER",56,60,6,4,59,25,7,2,32,18,343,236,3,0,18,14,78,41,35,21,0,0,0,0,310,186,8,4,16,14,0,0,0,0,4,4,5,0,10,12,0,0,16,460,1,4,3,88,86,72,37,1,2,45,22,22,15,0,0,2,0,6,3,1,0,32,16,15,484,0,7,17,0,0,4,6,4,8,10,13,21,12,0,0,3,1,0,0,0,0,137,87,59,78,8,6,0,13,1,0,4,0,2,1,2,0,11,14,10,5,0,0,3,1,12,5,5,0,1,4,0,0,35,13,2,0,5,1,20,9,20,16,0,0,1,0,1,0,5,26,0,0,0,0,3,1,0,0,2,0,0,0,0,0,1,1,0,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"Saal-Kreis","MER",81,31,2,1,53,18,3,0,8,2,293,110,3,0,5,4,44,19,26,5,1,0,0,0,179,70,0,0,10,0,0,0,1,0,1,0,0,0,9,5,0,0,19,251,38,0,0,96,36,64,27,1,1,41,8,12,1,0,0,0,0,1,0,0,0,31,4,14,329,43,11,19,1,10,0,3,2,2,2,0,19,4,1,2,3,0,0,0,0,0,123,98,28,9,4,1,0,1,0,0,2,7,1,0,0,0,7,3,0,0,2,6,2,1,3,1,1,0,0,0,0,0,29,13,0,0,18,7,20,7,5,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
222,"Halle","MER",71,102,18,32,57,58,5,4,18,17,388,243,11,5,19,18,43,45,29,34,0,0,0,0,258,196,15,1,12,28,5,12,4,4,9,7,7,7,8,0,0,0,10,226,0,3,4,175,172,14,33,5,9,86,45,35,39,0,0,0,0,16,16,9,20,27,23,11,299,0,17,62,3,21,1,13,3,7,2,5,30,24,9,3,19,29,14,4,4,0,30,48,115,139,11,13,1,0,0,0,3,9,3,1,3,0,24,21,7,8,20,22,13,3,22,18,12,6,6,0,0,0,30,21,5,3,18,8,50,32,43,36,0,0,3,0,5,2,14,22,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"Seekreis Mannsfeld","MER",126,53,1,0,84,37,6,1,19,2,356,152,5,1,14,4,73,23,28,17,2,0,0,0,218,105,6,2,18,11,0,0,2,0,2,1,2,0,7,4,0,0,18,271,5,2,2,109,38,48,24,0,0,50,20,11,7,0,0,1,0,2,2,5,9,23,11,27,600,2,13,11,8,11,4,8,4,5,8,8,18,7,1,0,5,4,0,0,0,0,98,81,64,32,5,3,3,1,2,0,2,0,0,0,1,0,11,11,6,3,0,0,2,1,7,5,3,2,1,0,0,0,37,18,3,1,46,3,36,31,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"Gebirgskreis Mannsfeld","MER",96,25,0,0,69,16,2,0,21,16,256,105,10,3,9,7,52,13,19,8,0,0,0,0,161,73,0,0,11,2,0,0,0,0,4,0,1,0,10,9,48,29,12,171,2,1,1,99,52,56,30,0,0,57,27,20,2,0,0,5,1,0,0,0,0,52,23,17,384,0,9,13,1,25,0,0,3,4,6,2,9,4,0,0,3,0,0,0,0,0,91,63,25,27,4,1,0,1,0,0,1,3,0,0,0,1,9,4,9,8,0,0,2,4,7,3,1,0,0,0,0,0,34,14,0,0,0,0,15,4,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
