kreiskey1849,county,rb,fac1849_spin_woolyarn_workers,fac1849_spin_combyarn_workers,fac1849_spin_cotton_workers,fac1849_spin_flax_workers,fac1849_spin_tow_workers,fac1849_looms_silk_masters,fac1849_looms_silk_assistants,fac1849_looms_cotton_masters,fac1849_looms_cotton_assistants,fac1849_looms_linen_masters,fac1849_looms_linen_assistants,fac1849_looms_wool_masters,fac1849_looms_wool_assistants,fac1849_looms_hosiery_masters,fac1849_looms_hosiery_assistants,fac1849_looms_band_masters,fac1849_looms_band_assistants,fac1849_looms_others_masters,fac1849_looms_others_assistants,fac1849_fact_thread_workers,fac1849_fact_silk_ao_workers,fac1849_wool_cloth_workers,fac1849_halfwool_cloth_workers,fac1849_cotton_workers,fac1849_linen_workers,fac1849_silk_workers,fac1849_shawl_workers,fac1849_band_workers,fac1849_carpet_workers,fac1849_passement_workers,fac1849_hosiery_workers,fac1849_laces_workers,fac1849_bleach_unit_workers,fac1849_bleach_yarn_workers,fac1849_dye_turkeyred_workers,fac1849_dye_silk_workers,fac1849_dye_others_workers,fac1849_print_workers,mill1849_water_masters,mill1849_water_assistants,mill1849_post_mills_masters,mill1849_post_mills_assistants,mill1849_dutchmills_masters,mill1849_dutchmills_assistants,mill1849_animals_workers,mill1849_steam_workers,mill1849_oil_workers,mill1849_fulling_workers,mill1849_tan_workers,mill1849_saw_german_workers,mill1849_saw_dutch_workers,mill1849_saw_circular_workers,mill1849_other_workers,fac1849_ironworks_workers,fac1849_wireworks_workers,fac1849_rake_workers,fac1849_sewingneedle_workers,fac1849_fixingpin_workers,fac1849_ironware_workers,fac1849_steel_workers,fac1849_steelware_workers,fac1849_copperhammer_workers,fac1849_brass_workers,fac1849_smeltery_workers,fac1849_bronzeware_workers,fac1849_engines_workers,fac1849_glassworks_workers,fac1849_grindery_workers,fac1849_mirrorglass_workers,fac1849_porcelain_workers,fac1849_earthenware_workers,fac1849_chemicals_workers,fac1849_potboilery_workers,fac1849_limekiln_workers,fac1849_brickworks_workers,fac1849_tarfurnace_workers,fac1849_cerecloth_workers,fac1849_paper_workers,fac1849_wallpaper_workers,fac1849_rubbergoods_workers,fac1849_leather_workers,fac1849_glue_workers,fac1849_cigar_workers,fac1849_sugarrefinery_workers,fac1849_mangold_sugar_workers,fac1849_starch_workers,fac1849_writing_workers,fac1849_specialpaper_workers,fac1849_cardboard_workers,fac1849_umbrella_workers,fac1849_paintshop_workers,fac1849_gold_silver_workers,fac1849_germansilver_workers,fac1849_gunpowder_workers,fac1849_cement_workers,fac1849_wadding_workers,fac1849_hairspinnery_workers,fac1849_glaze_workers,fac1849_button_workers,fac1849_railwaycar_workers,fac1849_waxproduct_workers,fac1849_chocolate_workers,fac1849_soap_workers,fac1849_vinegar_workers,fac1849_playingcard_workers,fac1849_beer_workers,fac1849_brandy_workers,fac1849_distillery_workers,fac1849_perfumery_workers,fac1849_metalletter_workers,fac1849_threadeye_workers,fac1849_metalfoundry_workers,fac1849_copper_workers,fac1849_gasandcoke_workers,fac1849_flax_workers,fac1849_pineseed_workers,fac1849_fabricflower_workers,fac1849_rope_workers,fac1849_pipetube_workers,fac1849_cheese_workers,fac1849_others_workers
107,"Sternberg","FRA",423,0,0,0,0,1,146,2,0,39,23,161,131,0,0,0,0,1,91,0,0,0,0,0,0,139,0,0,91,0,0,0,0,0,0,0,3,0,75,90,52,35,1,1,11,6,10,14,3,19,0,0,5,0,0,0,0,0,0,0,0,4,0,27,0,0,26,0,0,0,4,0,0,10,188,14,0,22,0,0,0,0,30,0,0,8,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,2,0,59,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Züllichau","FRA",219,0,0,0,0,1,113,0,0,17,0,123,646,0,0,0,0,0,0,0,0,543,0,0,0,113,0,0,0,0,0,0,0,0,0,0,13,0,47,31,80,32,2,0,15,6,13,16,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,53,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,"Guben","FRA",180,0,0,0,0,0,0,0,0,29,9,64,352,6,2,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,50,58,20,9,0,1,0,0,22,20,1,7,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,81,0,0,0,0,0,0,0,13,0,0,0,0,44,0,0,0,0,0,0,0,4,0,264,0,0,1,0,0,0,0,32,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Crossen","FRA",212,0,0,0,0,0,0,5,2,58,22,169,497,11,6,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,45,43,38,18,3,2,4,0,0,14,1,18,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,13,95,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,1,0,44,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"Lübben","FRA",90,0,0,0,0,0,0,12,7,35,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,45,10,0,0,3,3,3,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Luckau","FRA",195,0,0,0,0,0,0,8,82,64,11,126,603,4,1,0,0,2,208,0,0,215,0,0,0,0,0,0,208,0,0,0,0,0,0,0,34,0,65,31,169,41,6,2,2,5,11,20,4,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,115,14,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,53,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Kalau","FRA",21,0,0,0,0,0,0,4,5,163,90,0,0,3,0,0,0,1,0,0,0,0,0,9,127,0,0,0,0,0,0,0,0,0,0,0,1,0,105,67,51,25,3,3,3,0,9,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,100,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,47,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"Cottbus","FRA",351,0,0,0,0,0,0,6,5,188,95,133,458,4,4,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,6,20,35,20,9,4,4,0,0,2,15,2,4,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,138,0,0,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,40,45,1,0,0,0,5,0,0,0,0,0,0,0,0,0
115,"Sorau","FRA",600,14,0,0,0,0,0,67,68,850,524,162,592,0,0,1,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,97,73,34,23,1,0,2,0,11,34,7,24,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43,14,0,0,0,0,0,8,140,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,86,80,0,10,0,0,0,0,76,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Spremberg","FRA",181,0,0,0,0,0,0,0,0,29,6,133,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,21,2,0,0,0,0,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,0,0,0,0,0,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,84,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Demmin","STE",23,0,0,0,0,0,0,1,2,330,54,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,30,36,40,14,19,22,0,27,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,118,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Anclam","STE",0,0,0,0,0,0,0,0,0,141,26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,5,44,46,7,14,6,0,14,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Usedom-Wollin","STE",0,0,0,0,0,0,0,0,0,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,40,51,14,17,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,13,101,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Uckermünde","STE",0,0,0,0,0,0,0,2,0,107,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,34,39,6,7,2,0,4,0,4,9,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,176,36,0,0,0,0,10,0,27,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,11,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Randow","STE",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,90,159,7,10,23,94,67,0,8,17,4,0,0,91,0,0,0,0,61,0,0,0,0,0,0,19,31,0,0,0,0,43,0,42,130,11,0,0,0,0,0,0,148,391,0,2,0,22,2,0,38,0,0,0,8,6,0,3,0,0,0,0,84,13,0,79,58,94,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Greiffenhagen","STE",0,0,0,0,0,0,0,3,4,66,11,19,25,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,32,49,36,48,0,0,8,2,6,2,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,65,0,0,85,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"Pyritz","STE",0,0,0,0,0,0,0,2,0,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,42,54,0,0,2,0,32,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,140,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"Saazig","STE",0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,52,31,25,2,3,5,2,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,91,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,25,86,21,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Naugardt","STE",100,8,0,0,0,0,0,1,43,7,119,8,16,0,0,0,0,0,0,0,0,0,8,62,114,0,0,0,0,0,0,0,0,0,0,0,9,0,40,41,31,30,1,1,7,0,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,26,4,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,17,0,0,0,0,0,0,0,0,0,50,0,0,0
126,"Cammin","STE",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,54,48,3,6,2,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,2,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"Greiffenberg","STE",0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,24,34,17,0,0,2,0,14,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Regenwalde","STE",3,0,0,0,0,0,0,0,0,14,6,1,7,0,0,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,37,13,7,1,1,6,0,23,1,3,16,0,0,11,16,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,7,0,6,94,12,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,11,114,9,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Schiefelbein","KOS",26,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,9,0,0,3,0,5,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Dramburg","KOS",158,0,0,0,0,0,0,2,0,27,0,214,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,25,9,4,0,0,1,0,10,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76,11,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Neustettin","KOS",31,40,0,0,0,0,0,2,4,15,9,81,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,53,23,22,5,3,0,0,0,22,4,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,14,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Belgard","KOS",48,0,0,0,0,0,0,0,0,13,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,7,6,0,1,1,0,17,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Fürstenthum","KOS",0,0,0,0,0,0,0,1,0,22,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,38,2,58,76,33,40,3,8,5,0,44,0,3,14,0,0,78,16,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,176,10,0,67,0,0,16,0,10,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,1,0,65,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Schlawe","KOS",0,2,0,0,0,0,0,0,0,15,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,54,50,30,30,8,5,2,0,55,4,5,17,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,10,54,11,0,6,0,0,0,2,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"Rummelsburg","KOS",0,15,0,0,0,0,0,0,0,6,12,205,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,23,1,0,0,0,0,0,3,3,2,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
